ID,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location
11,"Comme certains le dise le Parc Mont Royal c'est un peu le poumon de Montréal et franchement c'est un sacré poumon. J'avais décidé de passer une mâtiné dans ce parc et rien que de faire une partie du tout ma pris plus de temps que prévu. Certes il y a des chemins balisé pour cycliste et piétons mais il est aussi possible de passer un peu par les bois et la ca deviens vite un labyrinthe. Il y a beaucoup de monde qui se promène mais malgré tout on ressent une sorte de bien être et de calme partout et surtout lorsque l'on voit les petits écureuils un peu partout. Un des autres points intéressant de ce parc est qu'il est situé sur les hauteurs de Montréal et que de ce fait la vue est vraiment magnifique (encore faut il arriver en haut). Le parc est lui aussi bien entretenu et coloré, un régal pour les photographes.Lors de ma venu le lac aux castors était en travaux mais c'est surement intéressant en été de se poser au bord du lac. Un des inconvénients est qu'il y a peu d'endroit pour boire un verre ou trouver quelque chose à grignoter donc je vous conseil d'apporter le nécessaire.",5,19/2/2013,Matthieu P.,https://fr.yelp.ca/user_details?userid=AX7PN-tAH5vUO5KRbKEVZQ,"Montréal, QC"
12,"Le Parc du Mont Royal, qu'on y aille en hiver, au printemps, en été ou à l'automne il fait bon s'y balader !Le Parc est assez grand pour y passer une journée avec un pique nique, pour essayer de gratouiller le ventre des écureuils, pour parcourir les sentiers et flâner près du lac.Parfait pour une bonne marche qui finit en apothéose avec une superbe vue sur Montreal.Un vraiment bel endroit !",4,9/5/2015,Manue R.,https://fr.yelp.ca/user_details?userid=An4Z5CHynMxcHS6NWXxRrQ,Montréal
13,"Un des symboles de Montréal, le Mont--Royal attire chaque année des visiteurs de partout dans le monde, mais aussi les Montréalais--es. Il a vu des générations d'enfants glisser sur ses côtes, des amoureux s'embrasser en regardant le Stade Olympique et l'avenue Mont--Royal, des cyclistes émérites s'entraîner, des familles marcher dans les feuilles l'automne. Un must à voir à tout prix et un trésor naturel à préserver pour les futures générations.",5,18/12/2013,Christine L.,https://fr.yelp.ca/user_details?userid=XblC-uuSuABr-woFwtHPmg,"Montréal, QC"
14,"Magnifique parc boisé, idéal pour se promener, un poumon vert dans la grande ville de Montréal. Le lac des castors est bien avec des tables de pique nique. Encore un petit effort pour arriver au belvédère. Seul petit bémol au restaurant où il y a peu de choix.",5,15/5/2018,Lola L.,https://fr.yelp.ca/user_details?userid=v7yuhBSuiwCDxoRbpobSgA,"Hem, France"
15,"Agréable endroit pour faire des promenades , de l'exercice , du vélo. l'atmosphère est aussi propice  pour  écrire des textes  issus de notre imaginaire.  Le payasage est super . Il faut prendre des photos .",4,21/1/2014,Christel G.,https://fr.yelp.ca/user_details?userid=COSQAYt7Si3734b_LWQjvw,"Montréal, QC"
16,Très belle vue sur toute la ville durant toutes les saisons. Une découverte à chaque balade au Parc du Mont-Royal.,5,30/4/2016,Sylvie C.,https://fr.yelp.ca/user_details?userid=WyoiYXxSJdx26_0c_yVLZw,"Montréal, QC"
17,"Le meilleur endroit à Montréal pour faire son jogging ! Trouvez-vous un stationnement dans le quartier Outremont, et de débuter votre course au pied de la montagne au monument consacré à George Étienne Cartier. Suivez le chemin des calèches jusqu'au sommet et redescendez par la même route. En tout, vous aurez couru près de 9km sur un parcours en terre battue (la meilleure surface naturelle pour la course à pieds). De plus, cette route est ombragé sur plus du 2/3 de la distance. En chemin, vous croiserez plusieurs fontaines d'eau pour vous désaltérer. Un trajet digne des Rave Run du magazine Runners World. J'ai couru dans plusieurs grandes villes au Canada, mais rien ne vaut le parcours du Mt-Royal !",5,9/3/2013,Luc B.,https://fr.yelp.ca/user_details?userid=j58hmvZSFl77g5m1TXIj5w,"Ottawa, ON"
18,On s'y perd.Plein d'ecureuils. (Voir photo ci-dessous) Magnifique vue sur tout Montreal. (Voir photo ci-dessous) Immersion en pleine nature. (Voir photo ci-dessous) A faire debut octobre quand tout vire au rouge. (Voir photo ci-dessous),4,23/9/2011,Monsieur R.,https://fr.yelp.ca/user_details?userid=7PA52UC9tsFU_b0LWrvAHA,"17ème arr., Paris, France"
19,"Un des spots à visiter si vous êtes de passage à Montreal, on peut se poser sur les grandes pelouses ou bien pour les aventureux, entamer l'ascencion du Mont Royal afin de contempler une vue panoramique de Montreal.One of the must go places if you visit Montreal. You can either enjoy the sun on the large grass fields or for the most adventurous, climb up the Mont Royal to enjoy a panoramic view of Montreal.",4,10/8/2012,Mark B.,https://fr.yelp.ca/user_details?userid=m-2OHy6aP26oefPIiiTocg,"Paris, France"
20,"Si de tous les parcs de Montréal vous ne devez en voir qu'un seul, alors ce sera celui-ci. Pourquoi? Eh bien parce que :1- c'est lui qui donne son nom à la ville (le mont réal)2- c'est de sommet que vous aurez le meilleur point de vue sur les gratte-ciels du centre ville3- il a été conçu par le même paysagiste que Central park4- vous ne serez pas officiellement validé Québécois tant que vous n'aurez pas descendu la fameuse piste de luge du lac au castor5- tous les dimanches il y a des concerts de jumbe6- et toutes les fins de semaine (printemps -été) vous pourrez assister à des reconstitutions de batailles médiévales (dont voici un aperçu video : youtube.com/watch?v=dMeP…) Ceci dit le Mont-Royal est aussi idéal pour les balades à pied, en raquettes, en vélo ou même en ski, et aussi pour les pique-niques, le frisbee, bouquiner, bronzer, flâner et profiter de la nature...",5,14/12/2010,Virginie B.,https://fr.yelp.ca/user_details?userid=VYXa-WYWq8FaIUk_z1yj4A,"Laparade, France"
21,Lieu magnifique au coeur de la ville. Idéal pour des balades.On raconte beaucoup d'écureuils !,5,4/12/2011,Audrey J.,https://fr.yelp.ca/user_details?userid=SWP4uf8aVYzAzFN8cxwMXA,"Marseille, France"
22,"De cette colline est né le nom de la ville (Mont Royal = Montréal), c'est donc un arrêt obligatoire dans cette belle ville. Le point de vue sur le St Laurent vaut le coup d'œil, ainsi que sur les buildings du quartier des affaires. De plus, c'est le parc nature de la ville, donc si vous recherchez un peu de tranquillité, ce lieu est tout indiqué. Avant de grimper, mieux vaut avoir le ventre plein. Arrêtez vous à L'Avenue, tout proche de la station de métro, les brunchs sont renversants :)",3,19/12/2009,Membre Qype (nOei…),,"Paris, France"
23,"Une excellente balade pour se remettre d'une folle soirée la veille. Grimper à pied en haut de cette colline, et vous en oublierai votre mal de tête du à trop d'excès la veille. Arrivé tout en haut, vous avez un point de vue sur la ville de Montréal. Vous pourrez voir le contraste entre les buildings Montréalais et les petits quartiers résidentiels. A ne pas rater: les dimanches après-midi d'été, le parc Mont-Royal se transforme en lieu de musique et de partage avec les Tam-Tam du Mont-Royal. Des gens de tous genres et de tous âges se rassemblent pour jouer des percus, du saxophone, du djumbé etc... Cela devient un espace multi-culturel très sympa!",5,21/2/2011,Membre Qype (celiah…),,"Paris, France"
24,L'une des hautes collines de Montréal où l'on peut voir le tout Montréal. Tous les bâtiments de la ville ne doivent pas dépasser la hauteur de cette colline.Super lieu en hiver!!,4,20/12/2008,Membre Qype (Belali…),,"Vernon, États-Unis"
25,"Fabuleux contraste entre la nature et la ville. De son sommet, on y domine les plus hauts gratte-ciel et toute la ville de Montréal. Incontournable.",5,17/9/2010,Membre Qype (Tipiac…),,"Montréal, QC"
26,"Un incontournable de Montréal. Il y a vraiment de tout pour les amoureux de la nature, et même ceux qui préfère la ville. Allez faire un tour tout au haut du Mont-Royal pour y voir quelques vues de la grande ville qui prend son nom de cette montagne au centre de l'ïle, Près du Lac des castors, il y a de nombreux recoins pour des barbecue et fêtes de famille de toutes les grandeurs. En hiver vous poivez y patiner et en été, profitez en pour prendre un bière sur la terrasse du Parc. Les dimanches, allez faire un tour près de la statie sur rue du Parc pour un jam de tam-tam.",5,8/8/2011,Marie-Pier R.,https://fr.yelp.ca/user_details?userid=6MM9Yqn7UBM8tmpSHQHAAg,"Sydney, Australie"
27,"Comme certains le dise le Parc Mont Royal c'est un peu lepoumon de Montréal et franchement c'est un sacré poumon. J'avais décidé depasser une mâtiné dans ce parc et rien que de faire une partie du tout ma prisplus de temps que prévu. Certes il y a des chemins balisé pour cycliste et piétonsmais il est aussi possible de passer un peu par les bois et la ca deviens viteun labyrinthe. Il y a beaucoup de monde qui se promène mais malgré tout onressent une sorte de bien être et de calme partout et surtout lorsque l'on voitles petits écureuils un peu partout. Un des autres points intéressant de ce parc est qu'il estsitué sur les hauteurs de Montréal et que de ce fait la vue est vraimentmagnifique (encore faut il arriver en haut). Le parc est lui aussi bienentretenu et coloré, un régal pour les photographes. Lors de ma venu le lac aux castors était en travaux maisc'est surement intéressant en été de se poser au bord du lac. Un desinconvénients est qu'il y a peu d'endroit pour boire un verre ou trouverquelque chose à grignoter donc je vous conseil d'apporter le nécessaire.",5,13/12/2012,Membre Qype (freema…),,"Toulouse, France"
28,"Le Parc du Mont-Royal est un endroit parfait pour relaxer entre amis, en famille, en couple ou seul. Durant l'été, vous pouvez participer aux tamtams du Mont-Royal, y danser ou simplement écouter leur musique pendant que vous vous prélassez sous un arbre.",5,17/7/2010,Marie-Pier M.,https://fr.yelp.ca/user_details?userid=gFhmWn6uC4Tq5YgEbsyvzQ,"Lachine, QC"
