ID,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location
11,"I absolutely love ports and this one was filled with food trucks/stands - it was SO ALIVE which made me veryyy happy. honestly i can just sit here and just people watch while eating from the food trucks all day but due to the parking situation here (only st parking is available and it's all metered so you can only pay for a certain amount of time) i had to run out right after buying my food. overall, definitely recommend people coming here if they come visit montreal, definitely one of my favorite areas",5,8/6/2019,Sue S.,https://www.yelp.com/user_details?userid=_lHS9UHZTZPWPV_C5mdoeg,"Newark, NJ"
12,"Definitely a must do while in Montreal! There is a lot to see, eat, and do! Start off with some of the local cuisine (poutine!) in the food trucks. There is also usually a little arts festival along the port as well. If you have young kids, there is a little train that takes you around, bounce houses, bikes, carts, and paddle boats! So much fun!! There is also a zip line and high ropes course for the thrill seekers! The only downside to the port is the abundance of aggressive seagulls and bees! I have a little 10 month old and I was constantly swatting them away!",4,8/30/2016,Rachel B.,https://www.yelp.com/user_details?userid=WYDcflbk0EobPzVO-uJ7jA,"Charlotte, NC"
13,"Most picturesque place in Montreal. A myriad of restaurants to choose from, eventful all year long, great atmosphere for families and hanging out with friends. Although known as one of Montreal's touristic spots, it is also frequented by locals, so you won't be getting a fake, touristy experience, you will be living it like a true montrealer.",5,1/5/2020,Daniela B.,https://www.yelp.com/user_details?userid=EdFh9tQCccBFXbdLmiJgHQ,"Brossard, Canada"
14,"Vieux-Port (Old Port) is a hot tourist spot like Fisherman's Wharf in San Francisco, Navy Pier in Chicago, and South Street Seaport in NYC.  Out of all of the above, Old Port is my favorite.  1.  They have ziplining!2.  There is a SOS labyrinth game in a converted warehouse!3.  There is an adorable little kiddy train for young children and their parents.4.  It's located along Old Montreal and maintains its historic vibe.5.  The vendors along the pier are not aggressive in selling you their items.",5,6/3/2016,Jing X.,https://www.yelp.com/user_details?userid=A08xF_ykmsWQV0ypYA8wkA,"Brooklyn, NY"
15,"The Old Port is definitely turning Into the SF version of Fishermans wharf. Unfortunately every city does have it's must visit places. Many tour guides and hotel concierges must send tourists here in droves. It's a place to see some of the oldest part of Montreal. This is the main draw. The cobblestone streets are unlike many other places you see in a canada (other than Quebec City).   The place however is becoming more and more tacky with horse and carriage tour people all over and your typical nick knack tourist shops. I guess it's the inevitability of having demand for lots of foot traffic. There are some wonderful historic places. You can learn about the early history of Montreal and marvel in the old buildings.  A good selection of amazing restaurants and also some interesting courtyard patios within the restaurants all over the place and wonderful boutique hotels. However I could do without the zipline and decor that I believe makes the place look like an amusement park. Here are some abbreviated tips on some of the many restaurants and hotels:Jardin Nelson- albeit expensive is a great place to come for brunch on a sunny day to enjoy some of the jazz and enjoy a few drinks in their unique courtyard terrace. Gibbys is Fantastic for Steak and I'd declare one of the best steakhouses in the city.The keg - two of them here are your staples for Steak at a dinner to expect to cost $40-$50 pp. Olive and Gourmando- although not eaten there, this is the supposed expensive trendy tourist place for lunch. Modavie, Gaspar and  le Chapagnerie are all gourmet and delicious with different menus. The two top boutique hotels are the St. James- it's been whispered through the grapevine that when Madonna is in town she reserves a whole floor for her and the entourage she travels with. Hotel Nelligan is upscale elegant and very impressive if high end hotels are your budget. The Westin, W and Intercontinental are a bit further walk away but not unreasonable. Just make sure you are able to walk a bit longer. If not, it's always easy to take a cab down. Sure tourists come here in droves and it's understood. Parking is always hellaciously difficult (on the street) and if you park in a city lots is $16 for the day which is gouging in my mind. Overall the place is a 3.5 for me but perhaps I'm somewhat jaded as it's becoming a tad more boring for a local.",3,9/13/2015,D'Arcy L.,https://www.yelp.com/user_details?userid=41kMyI1BfOTyIIAenUSaTQ,"Terrebonne, Canada"
16,"There is just so much to see - history, eating, dining, shopping.Walking around Jacques Cartier place this is pretty much the touristy hot spot of Montreal yet it has such a great charm and vibe you won't mind being a tourist yourself. Old world mixed in with some modern amenities.This area is a terrific spot to stroll the cobblestone streets or wander blissfully along the riverside and take in the sights.More than enough to spend a day or two taking in the historical buildings, plenty of cafes to grab a bite, bars to enjoy a libation, and some street performers always doing something fun to watch.We walked around here for days and never got tired of it. Even just to take a seat at an outdoor bistro to people watch and see the world walk by.",4,11/5/2016,Phil H.,https://www.yelp.com/user_details?userid=YttDgOC9AlM4HcAlDsbB2A,"New York, NY"
17,"Old Port is the place to be in the summer. There are so many activities to do, food to eat, people to see. It looks gorgeous in the summertime. Lots of people say it's touristy, which it is, but it still feels so nice. Get a Bixi and you will have an awesome day.Also check out the pirate themed adventure park opening this summer, there's going to be a huge zipline!",5,5/17/2016,Justine S.,https://www.yelp.com/user_details?userid=U1vl4SQzO3wTAWlYVnSjnw,"Outremont, Canada"
18,"Beautiful, peaceful wonderful. It is  like once upon a time, a fairy tale and charming and friendly. Boy do I love Canada, the food is excellent and the scenery of Montreal is absolutley stunning.",5,5/7/2018,Jodi E.,https://www.yelp.com/user_details?userid=X3bEHJSAGb2_L9f6yMACqA,"Bethesda, MD"
19,"The first thing you notice walking in Old Port is the cobblestone! It's sooo nice to be able to enjoy this part of town and absorb the French culture from architecture of the Notre Dame, clock tower and museums. All the sites and shops and restaurants preserve the sophistication of France. No matter the time of year you must stop by. On the summer nights,you'll catch the street concerts and performances.  In the winter months you can ice skate in the St. Laurence River. It can seem a bit touristy at times especially with most of the little shops. But it is considered an attraction.",5,7/25/2014,Nik E.,https://www.yelp.com/user_details?userid=6TKVrW5byD8pVPlF4dtUhg,"Los Angeles, CA"
20,"Driving through Old Port in Montreal was a treat for our eyes. Beautiful narrow streets with cobblestones, breathtaking majestic buildings leaning from old sites. I am not a huge fan of tourist shops, but I would raise my eyes just a little higher not to be bothered by them.Old Port hosts amazing galleries, shops hotels and restaurants. Too bad its not possible to visit them all. We chose to drink the famous white Sangria in a beautiful Garden Restaurant with live Jazz music. Maybe another tourist spot, but still absolutely amazing. I hope I will be back to explore more streets and shores. And taste that amazing poutine of theirs.",5,9/8/2015,Michaela P.,https://www.yelp.com/user_details?userid=O59T-4QC1Ud8euM8mq834A,"Edinburgh, United Kingdom"
21,"Absolute visit regardless a tourist or local resident or not.  Big history and architectural buff.  Still remember the cobblestones and water views.  St. Lawrence quite historic.  Imagine even 300 years ago, explorers were using this to cross the Atlantic Ocean.",4,5/1/2017,Kenneth N.,https://www.yelp.com/user_details?userid=Xwnf20FKuikiHcSpcEbpKQ,"Richmond, Canada"
22,"You find me, you find meYou find me by the riverYou find me, you find meYou find me where the river flowsBy the riverWhere dreams will never dieBy the riverUnder suburban skiesYou find me, you find meYou find me where the river flows...It reminds me of other Vieux-Port, miles and oceans away, in small town of Marseille... Vieux-Port de Montréal share same feeling of open space, artistic freedom and just a right measure of old times charm and grunge. Along it runs functioning railroad, and the bike path, and the walkways that follow curves of the ponds, cutting through park greenery (altho it was snowy white this time around). I am enamored by it industrial charm - and cannot resist those rusty piers and old machinery.Ships still here, and old buildings still stand on water edge, and Clock Tower keeps ticking time away....But the new is weaved in - the clean paved promenade, Science Centre, IMAX.It's nice to walk though any time of the year, and bars/cafes aplenty along the water edge to take a break and enjoy fresh breeze.",5,1/21/2015,Nadia Z.,https://www.yelp.com/user_details?userid=c3xkFRo38JB7T0xgiPOEbw,"Staten Island, NY"
23,"This is a must see place in montreal!! It's my absolute favorite place to go on a sunny day and was tempted to visit multiple times! Old port has most historic buildings, a huge slope that usually has children friendly entertainment and a old city vibe to it with it's cobble stone streets. If you don't visit, you haven't seen montreal properly:) Cheers and enjoy",5,6/15/2015,Sonal U.,https://www.yelp.com/user_details?userid=kAE7vcgafLO5N6WmG2PJVg,"New Hyde Park, NY"
24,"The old port has that special magic during the summer months that one has to experience at least a few times in their lives. The architecture of the buildings are very European. It also has a waterfront with lots of activities, beautiful arts and fancy restos to appeal to both tourists and romantics. It's a nice place. The main street is full of intriguing merchant stalls that will draw you, paint you and entertain you.The problem I have stems of its popularity, I dislike coming here by car as parking and traffic can be quite insane at times. Coming by metro is long and labourous. There's WAY too many people at times (particularly during the fireworks) and the restos are very expensive.This doesn't take away from the Old Port's charm for tourists but as a local I don't go out of my way to come here often.",3,9/15/2015,Jason M.,https://www.yelp.com/user_details?userid=_4NHePAXLhcloTD04wqpqw,"Laval, Montreal, Canada"
25,Had some great pouting here from a food truck called Poutine and Companie. It was very crowded with tourist the Sunday that I was there.,4,7/31/2017,Lindsay G.,https://www.yelp.com/user_details?userid=ukbpkgpcC5BY3d188odjuA,"Charleston, SC"
26,"Wandering around Old Montreal--Vieux Montreal--is a step back in time and well worth the experience.  The negative comments about the touristy shops are well taken, but simply gazing upward to view the wonderful architecture and the unique buildings is rewarding.  There are also parts of the area that are not so tourist-minded and there are wonderful restaurants there as well.This is a part of the city that must be seen.",4,7/31/2018,Georgia A.,https://www.yelp.com/user_details?userid=EmQCQ4IbousiY35BN2_TuQ,"Meriden, CT"
27,This place might be a reason for me to move to Montreal. It absolutely beautiful even on a rainy day. It really merges the European and the diverse Canadian culture into one. I love how everything feels very authentic from the architecture down to the cobblestones you walk on. Came here everyday during my weekend stay in Montreal but I would definitely spend a full week just roaming around the port and maybe one day taking a cruise down the river!,5,5/17/2016,Nikka A.,https://www.yelp.com/user_details?userid=EJ06AkT83sNiERIPOAuPuQ,"Yorkville, Toronto, Canada"
28,"Absolutely beautiful scenery, building with a new urban french style and lots of activities. I checked with my favorite app YELP to see what kind of events was happening around the which to find the Vieux Port/ Old port. Le Festival YUL EAT ( Basically Montreal's version of a Somrgasbur). I didn't get to try any of their delicous food because it was so hot outside but i did get a frozen pleasant Pena colada smoothie that cooled me right down. Everything smelled to great sad i didn't explore.",4,9/8/2015,Amor V.,https://www.yelp.com/user_details?userid=z8ITpOm9mCT9YF1GmRrprQ,"Houston, TX"
29,"Old Port is a pleasant place to visit and walk through, full of eateries, historical sights, and locals and tourists alike. It's nothing out of the ordinary, so if you've never been, you might have a better time heading up to Mont Royal and checking out the park. If you're a local, or have time to kill, why not check out Old Port? Get yourself a nice book and relax.We saw a random event going on where folks were passing one another boxes in a long line - never quite figured that out.",3,2/17/2009,Dave L.,https://www.yelp.com/user_details?userid=6s-g2vFu12OemhiK3FJuOQ,"New York, NY"
30,"The old port is excellent in the summer where you can bike around with a couple of pals and relax by the pier, but this time around in the winter....igloofest. Yes a musical festival done out in the freezing cold, only city to do so. The challenge presented gives you no choice but to dance as much as you can for warmth lol, you can't stop. There was the superglisse slide, 2 stages for music, fire pits for warmth which was ideal...the music was great and this whole event was well worth the 340+mile trek from nyc lol. I was there for weekend 2...the upcoming is the last.",5,1/31/2016,Jordan S.,https://www.yelp.com/user_details?userid=5l4PETuuSGccqwM_uf_3YA,"New York, NY"
31,"Vieux-Montreal is far and away my favorite part of town.  The city started here in 1642.  No tour of this town would be complete without exploring the cobblestone streets that line the South side along the St. Lawrence River.  You can actually walk through the old ruins at Pointe-a-Calleire.  How cool is that?  This is the place for people watching, trinket shopping and general sightseeing.  There are a lot of landmarks around here, so do your research and explore the history of town.  Don't worry, just about everyone here speaks English and French and will throw the switch when you say ""hello"" and you'll be good.  I made multiple loops through the Place Jacques-Cartier snacking on some great gelato.  My Frommer's led tour was quite insightful and you know what?  That building next to Basilique Notre Dame looks just like the Empire State Building.",5,8/2/2010,Dan G.,https://www.yelp.com/user_details?userid=brQ7OjB6f9nXWGk45A9A3g,"Chicago, IL"
32,"If you have but one day to visit Montreal, this is the one spot you must visit. The Old Port (also known as Old Montreal) is the historic, old part of the city, and it contains all of Montreal's most historic sites and buildings. Take the time to read the plaques affixed to most edifices, as you will get a free history class! There are old museums (and some new ones as well!), and narrow cobblestoned streets (ladies, don't wear high heels!), and gorgeous old stone architecture. Walking down the old streets - especially at night, when the area is illuminated and takes on a magical glow - one truly feels as if one is in an old, old section of Paris. It feels like old Europe. I've never gotten the sense of an authentic, French , historic area outside of France. Certainly not anywhere in the States. And this is precisely why Montreal is unique.Caleches (horse-drawn carriages) are always a-plenty here, night and day. Many of their carriages are ornately bedecked with flowers.There are tons of touristy tchotchke shops here on the main drag (lovely Rue St. Paul), but there are also wonderful restaurants, bistros, art galleries, artists' quarters, ivied courtyards, narrow cobblestoned alleyways hidden off the larger roads, musicians and artists out painting and performing, and more. Central to the are is Place Jacques Cartier, bordered by outdoor terrasses and bistros and gorgeous, imposing old buildings (including old City Hall). To get a feel of life back in the 1600s, you can visit the adjacent Chateau Ramsey, housed in a real home from the 17th century. Bonsecours Market is right off the square as well (note: there are a lot of nice, clean public bathrooms here), as are old churches and more courtyards.  Of course, bordering the whole area is the Port of Montreal and the waterfront. They have really beautified the waterfront in the past ten years or so, and it's very walkable now. One area has food trucks, and there is a long strip of restaurants and shops and vendors, with a large eating area at the base of Rue. St. Laurent. I especially like how they demarcated the streets with large, vertical street signs, and I was also impressed by how they incorporated bike paths and walking trails all along this waterfront strip.There is an impressive, contemporary Museum of Architecture at one end of the waterfront promenade, on Place d'Youville, and a block further lies Gibby's, a wonderful, elegant steakhouse housed in a 200-year old stable building. At night, this whole area is bustling until the wee hours of the morning, due to all the cafes, bistros, clubs and bars. Pedestrians will be out strolling late too, as the stores are open late on weekends and especially in the summer. It'll be hopping even after midnight with young native Montreal's going out clubbing or to hear jazz musicians at The Red Piano. This is a vibrant part of the city and truly not to be missed.",5,8/17/2013,Nancy H.,https://www.yelp.com/user_details?userid=NDhDMKqSiBc0L06jKlFnmg,"Vancouver, Canada"
33,"There's always something going on here to keep everyone entertained.  It's a great place to come visit on a sunny day.  There are food trucks, cheap bike rentals, performances, zip lining and even Clock Tower beach all the way at the end where you can grab drinks and enjoy the sun.  Saturday nights during the summer, it's also great to watch the 10:00 fireworks show.  I loved coming here every evening.",4,7/12/2015,Anthony G.,https://www.yelp.com/user_details?userid=AvNmiWFeRlGg5LrhcSj6MA,"Nesconset, NY"
34,"So yes, walk up and down Place Jacques Cartier, as this is pretty much the touristy hub of Montreal but also adorable and joyful in brief tastes if you're local. The narrow cobblestone alleys that lead off the pedestrian square are pretty and tucked with the usual tshirts and maple candy, their real virtue in them is in leading to the further stretches of the Old Port where there are art galleries and better restaurants and boutiques with higher end designers. If you walk along the water towards the west you can see the giant old grain storage and the speakers on the shore that let you hear your voice echo around the empty old icons of industry. Eat a lobster roll, check out the crazy architecture across the water from back when Montreal was a 60s stoner dream of what the future would look like. I suggest starting from Champ de Mars Metro and then Walking up McGill to Square Victoria but anyway you do it just get lost in there, have some wine and cheese, have fun.",4,8/4/2013,Risa D.,https://www.yelp.com/user_details?userid=Wc5L6iuvSNF5WGBlqIO8nw,"Lac-Supérieur, Canada"
35,"Nothing beats a nice walk on a beautiful day in a local beautiful location such as the Old Port, adding the Poutinefest stuffing our faces with greasy fries and yummy filling of your choice. With or without the festivities its an enjoyable walk by the water.",5,7/4/2015,Audrey M.,https://www.yelp.com/user_details?userid=qZfMILmXeiTGiZQXJ15iBw,"Montreal, Canada"
36,"Great place in Montreal to walk around and eat! A bit pricey but worth it! Try skating during the winter, especially at night!",5,3/5/2016,Sandrine T.,https://www.yelp.com/user_details?userid=981sMq0ngSjSs4m35iHvDw,"Westminster, CA"
37,"I love Old Montreal! I have visited Old Montreal in every seasons.... Of course nothing beat coming here when it is nice and warm with all the patios opens for business and flowers are blooming!During winter, hardly anyone on the street... and it does feels less touristy... and still good for some awesome photos!Interesting architecture and good to have a self guided tours and just walk around... and learn and refresh my Canadian History!",4,5/19/2012,Jennifer K.,https://www.yelp.com/user_details?userid=CxDOIDnH8gp9KXzpBHJYXw,"Markham, Canada"
38,"Montreal's old port is just amazing. There is always something going on street music, artists or carnival. It's also well known for is cultural and historical side, plenty of activities for family, friends or couples. You can rent boat, go to the spa have a sorbet or a gelato, ear in Montreal's finest restaurant or enjoy nature with a picnic.There's an on water spa in a boat called bota bota which is simply amazing, there science centre with tons of activities, there's the museum, cloths store, clubs, lounge and more it is a must see for tourist",5,9/28/2014,Jade G.,https://www.yelp.com/user_details?userid=xSVY01o2J0EXCSvGt7Dmsw,"Waalre, The Netherlands"
39,"Bonjour les Américains!As my good friend/kindred spirit who we share the same date/year and husband were tour guides to myself and my former love, I felt like I was transported back to Paris, France once again.  Cobblestone streets filled with shoppes/small boutiques, restaurants, and old buildings with ornate detail of French flair architecture.  The streets are immaculately clean!  Old Montréal contains so much history as you're walking through an European village indeed.  For history buffs and architects you will be intrigued.Oui, Old Montréal is a must not miss!",5,1/24/2010,Tina C.,https://www.yelp.com/user_details?userid=syvwUKQJ4OYfmL_ixVLMeQ,"Queens, NY"
40,"The Old Port is a charming place to walk around if you find yourself in Montreal. Apparently there's bikes you can hire, but my friend and I stuck to walking as a way to poke in and around the little alleyways that we came across along the way. I can imagine that in the height of summer this would be a great place to visit for drinks in the sunshine with friends and family.",4,7/8/2015,Tresna L.,https://www.yelp.com/user_details?userid=3MMTwPtpiMlBDe-p07XK9A,"Melbourne, Australia"
41,This is the area along the water in Montreal.  This area can have some of the best views in the city.  It is also very historical with the cobblestone streets.  The buildings are beautifully built and worth a visit while in the city.,4,5/5/2017,David N.,https://www.yelp.com/user_details?userid=CQUDh80m48xnzUkx-X5NAw,"Houston, TX"
42,"It's worth coming to the Old Port to see the sights.  You can check out the beach while you're here - and it puts you quite close to the Science Centre.  Another main attraction is the clock tower.  Now, I've said before it's best to avoid this place unless you need to harness 1.21 Gigawatts of electricity to power your Delorian, sending it forward in time to the year 1985...But, the clock tower is rather nice.  And it's worth checking out what you can see from the top.  Just be prepared for lots of stairs.  Lots and lots of stairs.On the plus side - they're all numbered so you know how many you have left.",3,11/18/2013,Mike B.,https://www.yelp.com/user_details?userid=L8GB1sEXJrVfR-UsDRjI-g,"Toronto, Canada"
43,"Absolutely beautiful, nothing like seeing history.",5,12/20/2017,Sydney S.,https://www.yelp.com/user_details?userid=HeDIWjNMOg8TO3OwN24yuQ,"Madison Center, CT"
44,"It seems like a world away and forever ago, but I experienced the Old Port during the middle of winter. Yep, *that* winter. Luckily, during my time there, the city was experiencing a heat wave of near forty-degree temps. I'm not being a smart-a$$. This past winter was brutal. 40 was warm. Being a long-time Chicagoan, the temps didn't bother me in the least. I'd heard about the Old Port and I wanted to have at it.Like most cities that are built for the cold, Montreal was able to showcase the best of the Old Port without batting an eye. I was absolutely charmed by the cobblestone, bridges, light shows, installations, skating rink, and music. The entire port area was filled with people taking pictures, going on walks, sight seeing, and taking in the fun of a winter wonderland. Walking along the frozen water, I spent a lot of time lost in thought and appreciating the stillness. Yep, despite the kids shrieking (in a good way) at the skating rink and the 'thoom thoom thoom' of the bass as the electronica played on, the quiet beauty of the environment fully enveloped me and I walked through the waterways to attempt to take it all in.With plenty of shops nearby, hot chocolate at the ready and Old Montreal waiting to welcome you, the Old Port gladly gives a taste of Old World life in North America. Living in Miami and coming to this part of Montreal, I felt as though I had time traveled. This is a good thing. It's a very good thing.",4,7/28/2014,John T.,https://www.yelp.com/user_details?userid=cufhYFdyrUAt4SWe-m0grQ,"Nashville, TN"
45,"I love Montreal. I was there for a few days and my friends from Montreal showed me around the Port. The architecture in this area is simply gorgeous. The entire town looks very vintage. The streets are cobblestone, great for pictures! We walked around the area and stopped into a random restaurant that serves Crêpe. The people here are friendly, polite, courteous, manners you won't find in New York City. There are a few historical sites, plenty of cafes, restaurants, bars, and some street performers. It's a pleasant place to visit. It's beautiful and very clean.",4,8/17/2012,Gary L.,https://www.yelp.com/user_details?userid=ci7Q6NvXQ8UZrBHusVX18g,"Woodside, NY"
46,"Wonderful area. Beautiful old architecture, charming, local treats like maple cider and candies, great parks and views. Lovely area with the perks of a larger city but much more convenient and comfortable!",5,1/1/2016,Alex J.,https://www.yelp.com/user_details?userid=8-dI8kKOXbZp1B6m7fq18Q,"Arlington, VA"
47,"There was so much to see and so much to do down here.  The area was clean and I really appreciated the strong WiFi signal.  There was plenty of seating, restaurants, food trucks, and a nice marina.  It was also a great spot for people watching and just enjoying the nice weather.",5,7/26/2015,Donna N.,https://www.yelp.com/user_details?userid=GZXnvRT_4GikSJ2FZ880uQ,"Crosby, TX"
48,"The old port is alright in the summer time, less so in the winter.  The area is lined with shops, restaurants, performers and artists all summer long.  In the winter I don't recall seeing any of the performers or artists around.Depending on where you are in the old port the buildings are pretty old, streets are somewhat narrow and the charm isn't to bad either.  There are some great restaurants in and around this area so you should do your research ahead of time if you want to dine here.Take your date for a walk here and grab an ice cream or a drink on a patio.  It's a nice relaxing place with a few churches and courtyards as well.",3,6/30/2012,Coy W.,https://www.yelp.com/user_details?userid=augJQotyLB503iq1gVJ_tg,"Ottawa, Canada"
49,"While on vacation this summer my hubs and I walked virtually all over the city. On one of the not so nice days weather wise we decided to walk from the plateau area down to the old port. It features some really beautiful architecture, as well as a great view of the saint Lawrence river. The architecture reminds me of the small villages in southern France. We wandered aimlessly looking in shop windows and all the smaller art galleries featuring the work of many well known artists.    At one point it started to rain so we dipped into one of the many patio restaurants on the main drag and had a quick drink while we waited for the rain to subside. After the rain let up we continued our walk soaking in the sights and sounds. There are so many curio shops that have some of the cutest statues, my favorite was a toddler hoisting the stanley cup above its head.    It is such a lovely area to see, albeit filled with tourists toting cameras.",5,10/20/2014,Marisa Z.,https://www.yelp.com/user_details?userid=pl45R1_yHs9gYuW3m2iZzw,"Altadena, CA"
50,"We were so excited to come to this place ... The location was superb.  So after walking by in the afternoon, I decided to head back with my spouse.  They have a very nice casual sitting area to the right with comfy couches.  The night was beautiful so the atmosphere was great with the cool night air and the Latin dance beat playing overhead. We got there at 9:15 and there were 7 tables ... so not too busy.  First they didn't bring us a menu for a full 10 minutes, so I finally gave up, hailed one of the waiters and asked for the menu.  Then we watched him head back to the bar, clean up, do something on the computer and load up drinks for the table next to us and still no menu.  After shooting him a couple of looks, he finally brought it almost 20 minutes after we had arrived.  In retrospect, this was the missed moment when we should have gotten up and left. Everything after that was poor service. Yes our waitress was nice but when you ignore us and prioritize bussing a table to bringing us our check, I don't really care if you're friendly. The chicken sandwich was yummy, but the mojito needed more authenticity.  I wouldn't come again although if they had a dance floor to go along with their Latin dance music, I might swing by for a night out... as long as it didn't involve table waiting or watered down mojitoes.",1,5/27/2015,Roxanne M.,https://www.yelp.com/user_details?userid=-yWRu63UPP_f6PZ3WaUX1g,"Silver Spring, MD"
51,"Great place, Great atmosphere. Its person for people who've lived here forever, or for people who are visiting. Theres always something new. Its nice to just walk down along the pier or just walk into the old port to see the old shops and old streets. The restos are expensive, but thats normal for a very touristy area.Make sure to check out the square right in the middle of the action. In the summer there are artists who do caricatures and so on.In the winter, there are usually some great maple syrup stands (but its really expensive).",4,8/19/2014,Chase R.,https://www.yelp.com/user_details?userid=t-50IK6nUdA9hoZpl9gnKg,"Montreal, Canada"
