ID,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location
19,"This place was a real pleasure to walk around. There wasn't much to do since it wasn't summertime but it was still beautiful to get some gorgeous views of the river and the city, especially since it's conveniently located on the Metro line. My biggest complaint would be that there aren't enough clearly delineated sidewalks or roads for pedestrians. We were basically walking in the road for much of our time there, trying to avoid cars. Since the Biosphere was closed (closes at 5pm), the main attraction was the casino which was more fun than I expected. It looked like kind of a happening Saturday night date place for middle aged couples. There's a bus that takes you straight to the casino right next to the metro station which I thought was really nice. My favorite part was taking pictures from the bridge that connects both the islands. Can't wait to come back in the summertime when all of the festivals and events which take place here are in full effect.",4,4/4/2018,Janet R.,https://www.yelp.com/user_details?userid=qFX1s6XuipkQ54k6wcXjmA,"Los Angeles, CA"
20,"A clean and pleasant park that overlooks Montreal's downtown.  We were there on a Monday morning in October and hardly saw another soul.  The pool looked green and unkept, wondering if anyone had used it in the last year. Overall, I can tell that the park is kept in great condition and the bathrooms were very clean.",4,10/5/2016,Michelle E.,https://www.yelp.com/user_details?userid=v_gdWkUoAOvgB29WYbaC2w,"Westchester County, NY"
21,"What came out to be a short visit to the biosphere, turned out to be a memorable and long visit in the parc du jean drapeau. The fêtes des neiges was on going which caught my eye...it was like a winer wonderland full of amazing things that I've only seen in movies and tv shows back at home. From ziplining to snow tubing, ferries wheels, Ice sliding, ice skating, concert, ice sculptures and many more. I loved it so much here and there is so much to do here. Not only that, but there's a variety of food trucks and eateries to choose from throughout the park. I purchased the acropass which I think is the best imaginable deal I've encountered in my lifetime!!! $16 for 4 weekends and unlimited access to on park amenities, rides, food discounts and free access to the biosphere and the museum in the outskirts if the island. I enjoyed myself so much with the snowtubing (1st time) took great pictures. The museum which is an old fort was awe inspiring and educational. I came here last Saturday and ended up back the following day :) I wish nyc had awesome festivals like this one. I highly recommend going to this for any visitors of the upcoming weekend. I believe it's the last one. Also now I have a little buddy hanging by my coats collar as memory...fyi the acropass is a souvenir polar bear..now that's awesome!!",5,1/31/2016,Jordan S.,https://www.yelp.com/user_details?userid=5l4PETuuSGccqwM_uf_3YA,"New York, NY"
22,I came here for the Grand Prix and had a fantastic time.  Another off season joy is that PJD is a wonderful place to come on the weekend when you want some solace and a quiet place to relax (just make sure no racing is scheduled).  It's very accessible from the metro and easy to get in and out.,4,6/10/2013,D'Arcy L.,https://www.yelp.com/user_details?userid=41kMyI1BfOTyIIAenUSaTQ,"Terrebonne, Canada"
23,"Oh yes, this place brings back memories. Parc Jean-Drapeau is located on a beautiful little island on the St Lawrence River. You can get here using the metro or over the bridge. The thing I like most about Parc Jean-Drapeau is that it's one of the best running routes I've ever went on (and I've been to a few). The run there and back (to the city) is around a good 15km, but you get to see the beautiful river, the park, and all the industrial stuff on the south side too. I've been on this run several dozen times and I have just touched the surface of its beauty. Right next to the park is a race track. I haven't been there for any racing events, but I heard it get pretty crazy when there's a race. This is also where they host PikNik Electronic (during the summer). Never been there myself, but I heard it's pretty rad.",5,10/10/2013,JB L.,https://www.yelp.com/user_details?userid=BSVThVjjFaF5orzkW7Of7Q,"New York, NY"
24,"I can't help but describe this as the Canadian twin to New York's own Flushing Meadows - Corona Park. and I mean that in a good way!both were developed for a World's Fair (Expo 67, just 3 years after NYC's), are a short walk from a subway line, are fairly well-maintained, and host to all sorts of events and activities that go above and beyond their original purpose.are you a history buff? go to the Stewart Museum.want to burn some calories off your fat ass after eating too much poutine? go swimming, hiking, biking, and more.like environmental sciences? visit the Biosphere.music fan? see a concert here. in fact, they were setting up for the Heavy MTL festival when we walked past (kinda wish I had gotten tickets but they were sold out by then) the outdoor concert field. Iron Maiden and Metallica have both played here -FUC yeah!into amusement parks? La Ronde (owned by Six Flags) is right there.this is a great park with something for everyone and kinda makes you forget you are in the hustle and bustle of a city!",4,8/17/2012,Mike B.,https://www.yelp.com/user_details?userid=DHRupjFv4GyD0tEdj-QNjQ,"FOREST HILLS, NY"
25,"The park itself is really nice has a great vibe. If you're trying to get to the beach, the signs don't point your way. If you know you're heading to Notre Dame island, then you've got a leg up, since there are no specific directions how to get to the beach, only the island.If you're staying in the parc, then everything is fine. But not so much if you want to go somewhere specific",3,7/16/2013,Facundo C.,https://www.yelp.com/user_details?userid=z-Tcu-wB_0HtL6wORhH1Ig,"Toronto, Canada"
26,"Had a great time here for F1!The grounds are great, and it's really easy to get to by Metro or Bixi (in the Summer).While I spent most of my time at Circuit Gilles Villeneuve watching cars go really really (really!) fast, walking around the park was nice, and I will definitely be back.",4,6/12/2012,Rowan U.,https://www.yelp.com/user_details?userid=wwPSdOrW0jVNgzr8whD0Jw,"Putney, Australia"
27,"Ah, Parc Jean Drapeau, the memories...When just dating my hubby, we'd spend an hour everyday after work walking and talking, getting to know each other at this park.The beautiful trails, the vast places to sit and relax and all the events that occur there it's just a great Montreal landmark and for good reason.When you want to have a nice day outdoors and not leave the island just head out there and enjoy.",4,4/30/2012,Mary V.,https://www.yelp.com/user_details?userid=LuYIMPQr0IeLVj2AQ36dzw,"Montreal, Canada"
28,Music is cool.  Live bands are fun.  Summer concerts are nice.  Once thing I've learned is life is more fun when you raise the stakes.  If one wants to watch a concert on a tiny island (easily accessible by the Metro) on the Saint Lawrence where the backdrop is the cityscape of Centre-Ville (Downtown Montreal) then this is your spot.  And this spot is legend.  I caught Radiohead here do what they do best in 2003.  It was one of the more majestic experiences of my life.  This experience was nearly marred by a skanky pre-packaged Quebecois ham sandwich which featured some rotten mayo.  Good thing that tragedy didn't kick in until after the concert at the club.  I puked about eight times that night at Stereo.  It was still an outstanding night.I want to go back to Parc Jean-Drapeau._C$,5,12/3/2008,Caleb B.,https://www.yelp.com/user_details?userid=W3KasfmypfX0UiolENaaHw,"Phoenix, AZ"
29,"Simply amazing venue! HUGE outdoor park area, incredibly beautiful, long gorgeous paths that snake around a lake and trees and nature and all that great outside stuff. I played the last show of the 2006 Warped Tour here. The only downside of that day was that our bus had to park literally a mile from the stage and it was mostly a gravel path. I had to make six trips total to get all my gear to the stage and back. But it was well worth it, biggest crowd of the tour and one of the most profitable days. There were well over 5,000 kids watching us that day. Hella mega tits!youtube.com/watch?v=lFeq…",5,8/6/2008,Eli G.,https://www.yelp.com/user_details?userid=4ZfcCa4m5RWvO4EFzfYm1A,"Los Angeles, CA"
30,Have visited the last 2 years for Heavy MTL....amazing place for a slew of great Metal Bands ...his festival is a must go to at the park. A gathering of 20 or so amazing metal music . There are a ton of  food vendors on site but with the amount of people expect long lines at them. The atmosphere is awesome with a gathering of many differnt types of metal fans. Great place.,4,3/23/2012,Tara Y.,https://www.yelp.com/user_details?userid=adzKUB7XFQ2VLMbc3KU1Gg,"Amherstview, Canada"
31,"Lovely, scenic park that transformed nicely into a music festival venue. It was great to be out in nature, among dense trees and water, listening to musicians play their hearts out. Great, sprawling space.",4,8/5/2013,Jeanette L.,https://www.yelp.com/user_details?userid=_uvUFlizPI_V4GS7t5u8kg,"Manhattan, NY"
32,"The more and more I visit this park, the more and more I enjoy it. I've been here quite a bit just to use the pool. Recently this summer I biked from Verdun to PJD (Parc Jean-Drapeau), and it was quite a nice ride. I also participated in the Light the Night Walk a couple weekends ago, and it was a really nice walk. There is so much to discover in this park, I look forward to exploring PJD some more.",4,10/25/2012,Justin O.,https://www.yelp.com/user_details?userid=fx3jHjZBsNykO2WBLyEZag,"Verdun, Canada"
33,"A cool park to checkout. Don't bother with Notre Dame, the second island. If you want to sight see, you can probably run through many things in a hour. However, on a nice day, you can certainly spend time laying, walking in the stream, or walkint through the trees. Not sure about admission.",4,9/7/2012,J-Pierre E.,https://www.yelp.com/user_details?userid=Rgpxl8b2F1W5JaMfEPw5uA,"Montreal, Canada"
34,"Park comprised of Île Ste-Hélène and Île Notre-Dame--check out the remains of Expo 67, as well as the last vestiges of Montreal's past as a garrison city--have a picnic--take in some beautiful views of the city--don't miss the beautifully anachronistic Moorish towers that grace the entrance to the park from the Jacques-Cartier Bridge",4,4/26/2011,Anthony K.,https://www.yelp.com/user_details?userid=5Ymfsf9fAYz-Ds_p0xawVQ,"Montreal, Canada"
35,"This is a cool park to checkout. If you're walking, don't bother with Notre Dame, the second island. If you want to sight see, you can probably run through what's worth seeing in a hour. However, on a nice day, you can certainly spend time laying, wadding in the stream, or strolling through the trees. We also saw what looked like a nice pool. Not sure about admission, since we were not looking to go in.",4,7/3/2011,Lenny Z.,https://www.yelp.com/user_details?userid=RRsbPGYyKJ3zqMMkzcHZaQ,"Los Angeles, CA"
36,"This was such a cool find for us on our  vacation to Montreal. I was so impressed with the amount of things to do in this park! We brought our skates and made a few trips around the race track, which was way cool. Who knew you could skate or bike or run on the same course as the Formula 1 cars?  Going back today for the beach, this time riding our bikes to the island across the bridge, and will go back again for La Ronde, and probably once more for the Biosphere. I'm glad our condo is at the foot of the bridge!",4,8/10/2010,Trisha K.,https://www.yelp.com/user_details?userid=KQ9nwr-j-23a-CSzg0shgw,"Chicago, IL"
37,"The park is very beautiful, I especially like the events of Fête des neiges et Fête des anfants. My families visit these festivals every year, but since 2012, the Fête des anfants is canceled, that is the reason why I can not give this park five stars.",4,5/5/2013,Ecin T.,https://www.yelp.com/user_details?userid=DWAigUSkw3Zwkh9bHZSmTA,"Montreal, Canada"
