,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location,Place
10,"Definitely worth seeing while in Montreal. You can see an awesome view of Montreal while on the top of the Mont Royal. I've been here before when I was a kid, but now back at it as an adult it was just lovely. Get your walking shoes on because in order to enter you have to climb the mountain and the stairway is lengthy. For me wearing a dress that day not the best idea I must say. Because what's cool was the fact that they had three separate rows of stairways. The one that stood out to me was the wooden one where you'd have to make the climb to the top on your knees which represents the sacrifice our fathers made before us and your taking that journey and if you make a wish and succeed the climb your wish comes true. (Next time must where jeans lol) Saint Joseph' Oratory is huge with 6 levels. 1- Welcome center-Votive chapel, Brother Andres Tomb, Statue of the Virgin, Saint Joseph Oil, Crypt Church, and Hall of Renovation Project, 3- Rest area, 4-Brother Andre's Heart and display on his life. 5- The Oratory Museum, 6- Basilica, Original Chapel, Saint Andre Bessette Chapel.Parking is free if you are a student of the University of Montreal or $5 if not and admission is free to the church. However the museum inside is I recall $5 per person.We saw the outdoor garden which depicted Christ's journey with numerous statues and nice horticulture. It was peaceful and serene. We also saw the museum which housed unique displays of nativity scenes throughout the world which was really cool to see. They also had art sculptures, old town maps of Montreal, and beautiful paintings. The chapels and church's are just amazing.",4,7/10/2017,Victoria B.,https://www.yelp.com/user_details?userid=HzcqOHVzHjb1ijr3KSYR2Q,"Aurora, IL",L’Oratoire Saint-Joseph du Mont-Royal
11,"Came here early in the morning and was treated to an uninhibited view of the Oratory. It wasn't very crowded; there were mainly locals getting a good cardio workout running up and down the stairs.Wow, let me just say that the Oratory is an impressive site to behold on top of the hill. Despite its humble beginnings in the early 1900s, the oratory has undergone many expansions. It is very well maintained and you'll be rewarded with a beautiful view of Montreal at the top of the steps.Speaking of steps, feeling like you've been a horrible human being lately? You can repent your sins by climbing up the stairs of penance on your knees.Due to time constraints, I didn't get a chance to visit the inside, but I'd love to come back to learn more about the history and architecture.Overall, an awe-inspiring view even for the non-religious. Worth a stop if you got some extra time on your itinerary.",4,10/8/2017,Sylvia Y.,https://www.yelp.com/user_details?userid=ZdizwYwPiIlhK3G2u-fZnA,"Santa Clara, CA",L’Oratoire Saint-Joseph du Mont-Royal
12,"Saint Joseph's Oratory of Mount Royal is a Roman Catholic minor basilica and national shrine on Mount Royal's Westmount Summit in Montreal, Quebec. This is the first contemporary Basilica I have visited. Very interesting architecture and gardens.It is Canada's largest church. Its dome is the third-largest of its kind in the world after Saint Peter's Basilica in Rome. In 1924, the construction of the basilica of Saint Joseph's Oratory was commenced; it was finally completed in 1967.Also a great gift shop here.",5,12/10/2017,Tom H.,https://www.yelp.com/user_details?userid=OK7jABaab-ITXjFopirh2A,"Northern California, CA",L’Oratoire Saint-Joseph du Mont-Royal
13,Now THIS was my favorite part of my very first trip to Montreal.  This church is amazing!When you first enter there is a tribute to Brother Andre' & his vision for the church.Then after you exit the church take 2 escalators up to the sanctuary and there is another beautiful church to await youTwo churches in one!Phenomenal!!I partake in Holy CommunionBeautiful service Very helpful people who will tell you how to get to the other sanctuary I'm not Catholic and I enjoyed the service immensely!Enjoy!!!,5,11/12/2018,Andre B.,https://www.yelp.com/user_details?userid=54TVt-h0BohTkDh4baaKrQ,"Hialeah, FL",L’Oratoire Saint-Joseph du Mont-Royal
14,"The Saint Joseph's Oratory of Mont-Royal is an amazing church with a rich, interesting history. The architecture is incredible and awe-inspiring, and it definitely gives you a sense of wonderment. I'm sure if I lived in Montreal I would only attend Mass here on occasion because the grandeur is so eye catching that it would distract me. But as a destination and a thing to see in Montreal, this is truly a special one. There are some stairs, and an elevator that cuts out the elevation, and the lookout points have some incredible views. There is much to explore at the Oratory, so be sure and plan ahead so you see it all.It is Canada's largest church, and a national shrine. and a reliquary in the church museum contains Brother Andre's heart the Saint who founded the church as a small chapel back in 1904.",5,9/23/2016,Michael B.,https://www.yelp.com/user_details?userid=gk7QzENtPjq6gRznGkvcOA,"La Cañada Flintridge, CA",L’Oratoire Saint-Joseph du Mont-Royal
15,This is a must visit when in the Montreal area.  It is a magnificent and impressive place.  They do such a great job about providing information in order to fully enjoy your visit and ensure you don't miss out on any of it.  The hall of votives has thousands of candles and it is a beautiful and peaceful site.  Learning about Brother Andre who drew thousands of people to him which led to miracles of people being healed.  He was even named a saint in 2010.  St. Jospeh's is a testament to his life and is a lovely tribute to him.,5,9/11/2016,Krista M.,https://www.yelp.com/user_details?userid=74Myfl8pOGeKcmkVTimsvg,"Kew Gardens, NY",L’Oratoire Saint-Joseph du Mont-Royal
16,"Even if you visit no other Church in all of Montreal, this includes Notre Dame, visit this one. There, I said it. (Please don't burn me at the stake).First off, the land that this place rests upon is huge. If you're driving, be sure to try and get a spot at the highest point possible. If you're walking, good luck. Contrary to prior reviews, parking was free for me (New Year's Special?). The parking lot attendant/traffic enforcer did not ask me for money and I saw no kiosk to pay for parking. Oh well! (Trust me, I more than made up for it at the gift shop).So much beauty and history! I probably missed the guided tour, but roaming around this place with its multiple escalators was so fascinating to me. It's truly a ""wow"" experience if you stand at the highest point and look down.I hope to attend Mass here one day; hope it's in English!",5,1/8/2016,Marcus C.,https://www.yelp.com/user_details?userid=Wn_-RcqyIGm_T4f8zyP2QQ,"Fresh Meadows, NY",L’Oratoire Saint-Joseph du Mont-Royal
17,"A great time here at the Oratory. Parking is $5 per vehicle, which in itself is a steal for Montreal. You can park on the lower level and work your way up, or drive to the top and park there and work your way down. Keep in mind that the parking on top is limited. After not being able to find a space up top, we drove back down to the bottom where there was tons of parking. We worked our way up, which included a decent amount of stairs. Note that once inside, there are a few escalators and even an elevator which makes life easier. The oratory is great with lots to see. The experience itself is free. There is a gift shop on the top with lots of great items included rosaries. Throughout the oratory you can also purchase little guides for a $2 donation. There is a chapel and a shrine area. Behind the shrine is a tomb, which was interesting to see. Also the views fro the top are great, as are the views from the bottom. Be sure to stop along each level and take pics. Overall we had a great time here. There is so much to learn and see here, with technically no fees or admission costs. That being said, be generous and donate or spend some $$ at the gift shop. Enjoy!",5,7/4/2018,Jason P.,https://www.yelp.com/user_details?userid=6S4uxbPpb9pMk9bKMUVZng,"Bronx, NY",L’Oratoire Saint-Joseph du Mont-Royal
18,"My birthplace is filled with beautiful churches.  St. Joseph's Oratory is one of the best!  This Catholic Church is one of the ""must visit"" destinations in Montreal.  I took my wife here during the off peak season so it was not crowded.  Most of the time I have been here, there have been busloads on f people.If you start your self-tour at the bottom of the hill, then you will be burning some calories.  Better have some comfortable walking shoes.  We were amazed to see some people going up the long staircase on their knees (stopping to say a prayer on each step).  St. Joseph's Oratory is a pilgrimage site for many Catholics.  There are a couple of chapels here.  A mass was being conducted in French at one of these chapels.  The Church is truly impressive both inside and outside.  It is massive.  Plenty of photo ops here.  Make sure to grab one of the pamphlets that gives more information and details about St. Joseph's.  There is so much to see and admire here.  Unfortunately, we did not see the Gardens Of The Way Of The Cross.  It was closed for the season.  My wife and I are Catholic so we really loved our trip here!  It was an awesome 4 hours spent here for us.  Does not matter if you are religious or not, one can still find something to admire.",5,3/22/2015,PatrickJ T.,https://www.yelp.com/user_details?userid=whINg-cC-FiAv_ATDGMDTg,"Bakersfield, CA",L’Oratoire Saint-Joseph du Mont-Royal
19,Beautiful settingLocated near Mont Royal. St. Joseph's Oratory of Mount Royal sit on top of a hill.It is the largest shrine dedicated to Saint Joseph in the world.,4,9/30/2017,Richard S.,https://www.yelp.com/user_details?userid=hbi468miRDHVWxCrxFadxQ,"Delray Beach, FL",L’Oratoire Saint-Joseph du Mont-Royal
20,"One of the joys of living in CDN is the close proximity to one of Montreal's iconic sites, L'Oratoire Saint-Joseph, perched along the southwestern side of Mont-Royal. If you are a senseless running enthusiast like myself and wish to torture yourself trying to run up those steps, be forewarned. That said, the reward at the top is worth it. On occasion I've ventured into the actual church itself, which is lovely. I'm somewhat of a recovering catholic, but still know my Our Fathers and Hail Marys, and can probably recite the Apostle's Creed on cue. On a non-mass day, sitting in a pew in the spacious Basilica offers perhaps one of Montreal's most peaceful settings. Speaking of which, there is a prayer garden outside (only open during the warmer months) where one might venture into to seek inner peace. And I would be remiss if I didn't mention the candle hall, where visitors can light a candle and offer a prayer (for a small fee). But the best feature of Saint-Joseph's is of course the view. On warmer days, I've sat on the steps just outside the Basilica and seen the most beautiful Montreal sunsets. Even this winter day, I still got to enjoy the view from the snow-covered stairs. If you do come during the colder times, definitely bring proper winter gear because that wind will slap you across the face like a scorned grandmother.",4,1/1/2017,Jack D.,https://www.yelp.com/user_details?userid=qnZkCGvLz6AB5cQN_J_pUA,"East Oakland, Oakland, CA",L’Oratoire Saint-Joseph du Mont-Royal
21,"We took a taxi to the top then called a taxi for pickup at the top. The place has lots of levels(5?)which are accessible via stairs, escalator and elevator. The church view is from the street outside. They have a gift shop and a restaurant which served limited but good food at a good price. The basilica is free to enter. The church have stained windows I think and the front is OK but not as good as the basilica in downtown.",5,7/28/2019,Alex G.,https://www.yelp.com/user_details?userid=S6MqiXxxOwJedRFlvQfTiQ,"Daly City, CA",L’Oratoire Saint-Joseph du Mont-Royal
22,"My family travelled all the way to Noryhern America , found this place,  and not disappointed. Very nice basilica ! If you are a catholic, you'll be happy to know that Saint André 's tomb, who was canonized in 2010 is here. In here, you have a scenic view of Montreal . Parking is quite confusing because it is not on what's in GOS. We ask the locals and they directed us the the right spot. Montreal traffic is horrible! Small streets and lots of constructions.",5,6/11/2019,Tony S.,https://www.yelp.com/user_details?userid=vN5casWObvX253AsiHGfUA,"Orlando, FL",L’Oratoire Saint-Joseph du Mont-Royal
23,"Skip this church and spend your time at Notre Dame instead. It's free, but what a letdown. It's so dreary, dim, and depressing inside!!! There's wooden statues of the twelve apostles, and that's prettyyyy much it. I felt like I was in a scene of the Da Vinci Code without the interesting stuff. There was a small organ ""concert,"" but it was just a few notes playing. View of the city was cool, but not worth making the trek here.",2,9/4/2017,Darya S.,https://www.yelp.com/user_details?userid=wce0tudXf9BCeWhQRr0TiA,"Tempe, AZ",L’Oratoire Saint-Joseph du Mont-Royal
24,"This was like a pilgrimage.On a gigantic hill sits a large church with a museum dedicated to a priest named Brother Andre.They have his waxed likeness, like the wax museum, but even creepier they even have his mummified heart in a jar with a prayer that you can say for a blessing.This church is beautiful, and there are plenty of candles to light with a fee of course.Along the was are crutches and canes from those who have been healed.A great destination for anyone who's religious or is just interested in churches and buildings in general.And for all of you lazy people who don't want to walk a half a mile uphill there's a free shuttle!",4,3/12/2015,Jack R.,https://www.yelp.com/user_details?userid=ZMocFA2lNMJeiKjguUKu7g,"San Francisco, CA",L’Oratoire Saint-Joseph du Mont-Royal
25,"Loved going to this place as a kid, when I grew up in Montreal! Every time I make it a point to go! Love this place!",5,11/2/2019,Silpa M.,https://www.yelp.com/user_details?userid=KJlexxxXftEbob7fuuSlGg,"Woburn, MA",L’Oratoire Saint-Joseph du Mont-Royal
26,"Amazing structure!!  Definitely worth a visit.  There are buses, elevators and escalators to take you to the basilica, but if your up to it, take the stairs all the way.  Don't forget to check out the blessed sacrament to the rear of the pulpit.  Very special place, even for non-Catholics. And the views are picturesque.",5,7/2/2017,Brian K.,https://www.yelp.com/user_details?userid=rTB2UhWGpsLMQo5kCzX39A,"San Jose, CA",L’Oratoire Saint-Joseph du Mont-Royal
27,"I've seen the Oratory all my life but never visited it until my friend from BC came into town for a few days and wanted to visit it. It truly felt like a genuine pilgrimage. Located near the base of Mont-Royal, you have to continuously climb up halfway up the hill and at some points it's pretty steep! Parking isn't free but there's a lot of available spots.... at least on a cloudy day that I visited it. The church is really beautiful and it holds a special place for the local population with ""Frere Andre"", a local saint reputed to heal the sick and crippled. The design of the Oratory is pretty on the outside as well as inside and the view from the Oratory towards Montreal is very pretty. There are more beautiful churches in the world but nonetheless visiting is free of cost with many smaller places to visit such as ""Frere Andre"" old home. I recommend to visit, to attend a service if you're the religious type and most importantly enjoy the sights.",4,10/11/2015,Jason M.,https://www.yelp.com/user_details?userid=_4NHePAXLhcloTD04wqpqw,"Laval, Montreal, Canada",L’Oratoire Saint-Joseph du Mont-Royal
28,"This was a great highlight on the city of Montreal! Beautifully designed on the mountain making it a must see for sure! The other top attraction of the Oratory is the garden outside of it telling the story of Jesus Christ, the crucifixion and the resurrection! Leaves you speechless! Even in the rain it is well worth the stop. It can be a lot of walking but there are several benches along the way if you need a break.",5,10/21/2016,Rachel B.,https://www.yelp.com/user_details?userid=WYDcflbk0EobPzVO-uJ7jA,"Charlotte, NC",L’Oratoire Saint-Joseph du Mont-Royal
29,Great attraction in city Montreal. Inner design was fantastic and beautiful. Worth to visit this place,5,5/17/2017,Judy W.,https://www.yelp.com/user_details?userid=ehzvSXsijzgxsYHvXeaS-Q,"Hamilton, Canada",L’Oratoire Saint-Joseph du Mont-Royal
30,"What a beautiful, majestic church! This is Canada's largest church and a pilgrimage site that was built in a span of 60 years following the vision of Saint André Bessette, C.S.C., who healed thousands of people during his life and to whom at least 2 million pilgrims still offer up thir prayers every year.The basilica is up on a hill and there is a beautiful and scenic stairway completely worth the walk to the top. Many pilgrims climb the stairs on their knees.This is the world's largest church dedicated to Saint Joseph, to whom Brother André credited all his reported miracles. There is a huge display wall covered with thousands of crutches from those who came to the Oratoire and were healed, at the point that Brother André in 1982 was canonized saint a few years ago. The visit takes a few hours as there is a lot to see. There is a room with thousands of candles and a museum dedicated to Brother André, where it is possible to see his heart, which he requested as a protection for the basilica. I felt in awe at seeing so many people paying their respects.The view from the top is breathtaking but I would suggest getting here very early in the morning, since there are always too many visitors.",5,10/19/2016,Anna M.,https://www.yelp.com/user_details?userid=JPd9zh0_fJB530fp6EEz9w,"Los Angeles, CA",L’Oratoire Saint-Joseph du Mont-Royal
31,It was .so amazing..to finally found one if my dream destination.So grabd so lovely so Holy..one of a kind. Felt so blessed and comforted and embraced.During my visit I LOST MY WALLET....with all my card..credit card..big amount of money..my most precious wallet..may prayer books..my ID pictures...I felt so down and so lost....worried that even some church guards cant speak english....how am I gonna tell them I LOST my wallet. Even lost and wanna cry....I told God! Sorry for not being so careful...I thought the House of God is my refuge....YES it is ! No question.I am still thankful that those I lost I am able to recover hopefully soon!Pls guys be extra carefull with your belongings!God bless us all,4,2/19/2017,Vim M.,https://www.yelp.com/user_details?userid=_E0cC1BPnMbhgSMLmZKy8A,"Toronto, Canada",L’Oratoire Saint-Joseph du Mont-Royal
32,A beautiful and inspiring church with multiple spiritual areas to experience.  Don't miss out on the less obvious areas to explore.  The climb looks daunting but well worth the effort.,5,8/1/2018,Jeff H.,https://www.yelp.com/user_details?userid=3d-fMidUOh3QF1yJTMAfLg,"Duluth, MN",L’Oratoire Saint-Joseph du Mont-Royal
33,This is an amazing basilica and I highly recommend visiting.  I think all visitors will enjoy it regardless of faith.,5,6/4/2019,Ron K.,https://www.yelp.com/user_details?userid=Bl2HcF0_lXmDcXPL5g8LXg,"Chicago, IL",L’Oratoire Saint-Joseph du Mont-Royal
34,"Worth visiting for the view alone. If you're so inclined, attend service. Be sure to leave a donation, and light a candle.Even though I'm not terribly religious - I jive spiritual - there's something about the art that sends chills up my spine. This place is designed to make one feel small, and very, very mortal, and it does a good job of it.Visit the gardens, toss a coin into the pool, and meditate on that mortality.",4,8/4/2010,Dave L.,https://www.yelp.com/user_details?userid=6s-g2vFu12OemhiK3FJuOQ,"New York, NY",L’Oratoire Saint-Joseph du Mont-Royal
35,"Québec Providence has many beautiful Roman Catholic Churches on the North America East Coast.Brother André Tomb and Heart are located on the premises for public viewing.  Blessed Brother André is the founder of Saint Joseph's Oratory of Mount-Royal.  The Basilica houses concerts, communal prayers in addition to Mass.  There were no Mass in session when our bus tour group came for a very brief visit of half-hour.  I was able to achieve inner peace after this week's hardships and struggles of both my professional and personal life through the power of prayer.There is plentiful supply of Holy Water open to the public upon worshipper's entrance and departure.",5,9/17/2009,Tina C.,https://www.yelp.com/user_details?userid=syvwUKQJ4OYfmL_ixVLMeQ,"Queens, NY",L’Oratoire Saint-Joseph du Mont-Royal
36,"This was a great site to see. It was very ethereal there and we went on a sunday afternoon and there was mass going on which was lovely to participate in even if you aren't catholic. The view for the Oratoire Saint Joseph was phenomenal. The view is beautiful and you can see all of montreal with an unobstructed view from the terrace. If you are visiting montreal, this place is a must visit.Inside you can see the tomb of Joseph and light vigil candles and pray for the saints.",5,8/31/2014,Jen C.,https://www.yelp.com/user_details?userid=iUb8-H-tU0SmoboEnilp6A,"Jersey City, NJ",L’Oratoire Saint-Joseph du Mont-Royal
37,"The church itself and the famous view make for a great visit - but make sure to take the time to walk through the outdoor garden/ Passion statues, that was actually the most memorable part for me.",5,1/30/2018,Jack F.,https://www.yelp.com/user_details?userid=RFczbCw_rRF2etK-nUpW2w,"Locust Grove, VA",L’Oratoire Saint-Joseph du Mont-Royal
38,"The church was really out of the way and looked mediocre in photos so I wasn't expecting much. When I arrived, I was blown away by how beautiful and HUGE it was. There was a band playing music on the steps, pretty sunset, and perfect atmosphere. If you can't afford a trip to Europe, just come to Montreal for this church. Made me fall in love with Montreal, I can't wait to go back.",5,9/13/2017,So P.,https://www.yelp.com/user_details?userid=brn_So22IEE8-soHdhgX2g,"Queens, NY",L’Oratoire Saint-Joseph du Mont-Royal
39,"I hate exercise. Okay, that's a lie. I hate LONG PERIODS OF EXERCISE. So I have no idea why I thought huffing and puffing my way up Mount Royal on a blisteringly warm May day was a splendid idea. But i'm glad I did.After finally reaching the top, I decided to pop into mass - it was fantastic.  Everyone is going to say that the interior of the church is dull or whatever, and I can understand that. It isn't incredibly ornate, but it is still worth a trip inside considering how large the church is. A man inside (who felt the need to call me ""sugar lips"") said it was the largest church in Canada. The so-called observation deck is the highlight. You can get a fantastic view of the city up there. Montreal doesn't have the ~best~ skyline, but I was in awe of the city.",4,1/3/2013,Paige C.,https://www.yelp.com/user_details?userid=VwrFH-4uFRxVs2fdpBXggw,"Des Plaines, IL",L’Oratoire Saint-Joseph du Mont-Royal
40,"It was -16C, we could see the building from a far. It was tall and grand. We passed through the vast garden. Walked through some steps. We enter via side entrance. So far it looked like modern building with all the elevators.Finally we see the inside of the Oratory. The building is huge, gigantic, when we walked in, we felt as if we were two dwarves because of the extremely high ceiling, art deco influences, straight clean lines, minimal ornament, cold stark feeling.It seems like the designer was trying to impose a grand religious aura, but with tourist wandering and clicking their camera, children running around, buzzing sound from cleaning machine, this place of worship turn into some tourist attraction instead.It's free and for those who prefer not to climb those steps, there is free shuttle that takes you right to the entrance.",3,12/31/2013,Mr F G And Mrs M S.,https://www.yelp.com/user_details?userid=zZkUkK9M0v02qHBCCm5zaA,"Flushing, NY",L’Oratoire Saint-Joseph du Mont-Royal
