,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location,Place
10,"I actually was going to not visit this place during my time in Montreal. I'm really glad that I managed to stop by in my last day because this was absolutely beautiful. I'm pretty convinced that their prettiest views are in the beginning of the garden -- the lovely flower gardens, Japanese garden, and the cacti area. This botanical garden is huge. In addition to the three main attractions that I loved, there were so much more to explore. Although subjectively not as pretty, it was a good leisure walk through all the nature. Also, they sell your typical vanilla ice cream by the front of the gardens if you're craving a little treat.",5,7/8/2019,Ruby D.,https://www.yelp.com/user_details?userid=2U45IvKIFlIRdCBgVlOz5Q,"Brooklyn, NY",Jardin Botanique de Montréal
11,"Jardin Botanique is an excellent botanical gardens and absolutely beautiful with many thematic garden areas. If you're coming from downtown Montreal, take the green metro line toward Honoré-Beaugrand and get off at the Pie-IX station. Upon exiting the station, go straight down Boulevard PIe-IX (R) up about a quarter mile to the entry of the gardens.  If you take a counter-clockwise route through the themed gardens, you will be able to experience first the Rose Garden, followed by the Chinese Garden, Japanese Garden, Aquatic Garden, Shade Garden, Lesley Hancock Garden, Shrub Garden, Toxic plants, Medicinal plants, Quebec Corner, Monastery Garden, and many others.  There is also a nice gift shop at the exit point. We spent about three hours in duration and it was very relaxing, breezy, great weather and an all-around great experience. The garden is very well kept and very clean.",5,7/1/2019,Ethan T.,https://www.yelp.com/user_details?userid=tk5MOjFzceNj28vmJfyQbg,"Orlando, FL",Jardin Botanique de Montréal
12,"Food: N/AService: 4/5Cleanliness: 4/5Decor & Style: 4/5The Japanese/Asian architecture were amazing. Most of it was actually authentic; they had to break it down from the Orient, bring it to Montreal and re-build it! Are you kidding me?! Worth seeing if you are in Montreal for a few days. In terms of the gardens were were slightly disappointed because we thought we would be seeing the Sculptures that you see all over Yelp, Google, and the internet. However, the as the staff member told us, the sculptures are a competition event and they travel the world so therefore it is unknown when (if ever) they will return to the Montreal Gardens. Overall we had a good time here and the bug museum was interesting!",4,9/18/2018,Nick N.,https://www.yelp.com/user_details?userid=-gN7r8iOBKGeh4LJkn2QeQ,"Oklahoma City, OK",Jardin Botanique de Montréal
13,"Updating because after 20+ years of living in Montréal I finally went to the Butterflies Go Free exhibit at the Botanical Gardens. Honestly even crowded with annoying people and squawking teens this is totally magic and you should go. Try to go on a weekday morning if you can.You wander through desert cacti, spectacular ferns,  beautiful bonsai, and the warmth and smells just make the snowy melting grey outside go away. At the end of the wing you get to a greenhouse full of delicious smelling, butterfly-friendly flowers and the beautiful fluttering delicate otherworldly creatures are everywhere. It's magic. Definitely go.",5,3/29/2018,Risa D.,https://www.yelp.com/user_details?userid=Wc5L6iuvSNF5WGBlqIO8nw,"Lac-Supérieur, Canada",Jardin Botanique de Montréal
14,"I have been to many botanical gardens, in multiple countries. And this is probably the most diverse, largest, and exciting gardens I have been to. There's so much variety in their gardens... From tree gardens to shade gardens to Chinese and Japanese gardens and children's gardens... It was all very beautiful. There are also lots of places to sit.... Including hammocks!! Which who doesn't like a hammock?!?! Also... There are sheep! Sheep! In the garden! Also... There are two separate entrances. So keep that in mind when you are looking for parking.",5,6/24/2019,Clara E.,https://www.yelp.com/user_details?userid=1RydcJt9wdDNmKArmThmvg,"Yukon, OK",Jardin Botanique de Montréal
15,"This place is super cool. If you're looking for a way to spend an entire day in Montreal, you can walk around the gardens for hours. Plus, you can go to the other attractions in the Olympic venue. They even offer ice cream with chocolate covered ants on it. I think the picture speaks for itself (this might be the best picture I've ever taken). Disclaimer: I am not a photographer so if it's not good let me think it is",5,6/24/2019,Matthew F.,https://www.yelp.com/user_details?userid=4FcsRBvClVE83ccNVsoC7g,"Miami, FL",Jardin Botanique de Montréal
16,"I'm normally not one for botanical gardens or botany, but these expansive, beautiful and lush gardens left me in awe and smiling.  The acres and upon acres of greenery and unique flora and choreographed landscapes are all well put together I hadn't planned on spending more than an hour here, but actually spent close to 2 hours and would've stayed longer had I more time.  Wear comfortable shoes and be prepared to walk. No mosquitoes.  The on site cafe has creative and healthy food for reasonable prices.   Words can't really describe this place, so go look at the photos!$20 for adults, $10 for kids, but I had a 72 hours Montreal Passeport($99) which covered entry.  Worth it either way!",5,12/20/2017,Chun P.,https://www.yelp.com/user_details?userid=IzJ36jX6V6ky5BtoN-Agng,"San Diego, CA",Jardin Botanique de Montréal
17,The highlight of our recent visit to Montreal. Especially appreciated how all of the gardens were split up into different types and geographic areas around the world. Learned so much and experienced much beauty.Be sure to budget a full day for this wonderful place.,5,10/6/2019,andy l.,https://www.yelp.com/user_details?userid=Xd41EpNOFl1gRa4Hdt5Guw,"San Jose, CA",Jardin Botanique de Montréal
18,"While I visited Montreal, I discovered the Magic of the Lanterns and I loved it. I enjoyed Chinese fishing traditions and tales through colorful and magical lanterns. This interactive event will please both adults and children. The ticket also includes the botanical garden and the Insectarium.  A must see!Discover more on my personal blog (daydreamunderthestars.co…).",5,12/2/2018,Marie A.,https://www.yelp.com/user_details?userid=F-3pE5HbQL4EhNCmnH9v3A,"Burbank, CA",Jardin Botanique de Montréal
19,"Unfortunately I can't say that this was the best botanical garden I've been to. The Bloedel Conservatory in Vancouver still takes the top spot for me.I was fully aware that the Chinese gardens were closed for renovations (they warn you of this before you buy your ticket), but what they should really warn you is that the Garden Sculptures are no longer there, unlike what the pictures proliferating on Pinterest tell you.The remaining gardens were on the lackluster side for me, and the map was a bit confusing but I guess breathing in some fresh air is a positive either way. The Insectarium was a fun side trip inside the gardens. Seeing the leaf-cutter ants haul food back into their nest was a neat treat. My favorite was the Greenhouse, which was actually a long chain of connected greenhouses, taking you through the various climates and displaying the plants that thrive in them.Overall, not the best botanic garden out there, but worth a stop if you have kids or loads of time to kill.  3.75",3,10/15/2017,Sylvia Y.,https://www.yelp.com/user_details?userid=ZdizwYwPiIlhK3G2u-fZnA,"Santa Clara, CA",Jardin Botanique de Montréal
20,"Montreal's secret Garden- an escape from city life - Admission was 16$ with a 4$ discount if you're a local. Fare includes entry into the insectarium. I would recommend buying the tickets online to save the walk to the ticketing booth.There were several gardens to tour including the First Nations, Alpine, Japanese, etc.. Chinese garden is currently under construction. Every park was breathtaking! Zen by the pond and waterfalls. There were benches tucked away in every spot for your reading or relaxing pleasure. There were more shaded trails for those wanting to hide from the sun! The summer 2017 lineup includes live musical performances every Sunday - gets pretty packed as people bring their lawn chairs and picnic mats. Good for the family.A 2 hour tour will usually cover the whole Park!",5,7/16/2017,Norine A.,https://www.yelp.com/user_details?userid=g-y4Me4bqDz8jwFzX_e17w,"Montreal, Canada",Jardin Botanique de Montréal
21,The botanical garden is absolutely beautiful! I was upset to miss the tulips but the gardens were really gorgeous and had tons of different areas to check out. As the morning went on the place got busier and more crowded. I'd recommend arriving at opening for a more peaceful experience. I spent almost 3 hours here just wandering around. It's near the Olympic stadium area (about a 10 minute walk) so you can find activities nearby to keep you busy for most of the day. The gift shop has some unique and fun gifts or souvenirs.,5,6/22/2019,Kristina K.,https://www.yelp.com/user_details?userid=k_TavHq78rXiNcv81M7Fog,"Jacksonville, FL",Jardin Botanique de Montréal
22,"We were on our weeklong trip around Montréal and wanted to hit up as many touristy spots as we could. Naturally, we found ourselves here on a Free Day. I feel for the people that paid to enter here; my expectations for this place may have been raised if I had to pay for admission. It's a cool place to take photos, so my friends Rafael and Mehek came prepared with their fancy cameras.For a place with free admission, it was surprisingly thorough and well worth the visit. The greenhouse featured several exquisite plant specimens from all over the world. Outside appeared to be several stands offering their plant goods. Maybe that's why admission was free on that day, in order to support these various businesses. That's just my guess, so don't quote me on that.There was also an insectarium clearly meant for children, with free admission as well. It's a neat place to stop into if you like bugs!Try to get in on a Free Day!",5,9/9/2018,Nathan N.,https://www.yelp.com/user_details?userid=GBHgHiYLASLNUE-bELxp0w,"Los Angeles, CA",Jardin Botanique de Montréal
23,"Jardin Botanique de Montréal is an eye opening attraction of Montreal! Sadly Spring of 2017 when I visit there was a lot of numerous constructions and a few of the parks of the garden was closed.The have a large range of indoor plants and a lot of them are from different parts of the world which was pretty cool. The indoor garden was very clean and there was barely any bugs or flies. There is also a lot of nice bonsai trees.The outside was very nice too, there was random flowers here and there. I was kind of upset that gardens was not open, it would of made my experience so much better. Even though I came in the end of May, there was still lots of cherry blossom trees so it was really nice to take pictures.",4,6/24/2017,Shirley L.,https://www.yelp.com/user_details?userid=OLU59n7Q2bWDlEJA9VV3Aw,"Brooklyn, NY",Jardin Botanique de Montréal
24,"This is a MUST VISIT if you are in Montreal during a nice sunny day.  The garden is HUGE!  They have acres of beautiful plants, trees and lush foilage.  The highlights were the chinese garden which was only partially opened since they are redoing some of the walking paths.  Other attractions at the gardens are the japanese garden and the greenhouse which has like 20+ types of environments from a tropical rain forest to a dry desert with numerous cactus plants.   Make sure you wear some comfy shoes and maybe pack some snacks for a picnic in the lush grounds.",5,6/15/2018,Ray L.,https://www.yelp.com/user_details?userid=VFLmf0iImwfN4YEKargcxg,"Honolulu, HI",Jardin Botanique de Montréal
25,"I think botanical gardens is the best park we have in Montreal. Its huge first of all and its peaceful!! Like most parks this one isn't free (16 $ i believe) which gives you access to the other parts as well. You can buy them online but if the parks empty and you park close you are good to go. I usually bring a blanket to lay down and relax, last time i seen a bunch of baby fox running around and was super close to taking one home ( just kidding but no really they're adorable)they have the lantern festival which is a great way to kick your fall off! They have pumpkins to look at as well if you're in to that and i mean who isnt!",5,9/13/2017,Amber H.,https://www.yelp.com/user_details?userid=U95wccXN_J8JwA5Ktlu8tw,"Montreal, Canada",Jardin Botanique de Montréal
26,"When visiting Montreal, this was high on the list of places I wanted to visit, and our family spent most of a day exploring it.  There are several really beautiful areas, while a couple of others were underwhelming.  I think if we had been able to visit during a special exhibition or event, it would have been amazing!  The map also seemed to be incomplete or at least unclear on where a few things were located, so it would be helpful if the map had more complete information.  Overall though, this is definitely worth a visit.",4,7/16/2019,Emily B.,https://www.yelp.com/user_details?userid=WwCeBCuZEYNAydswnI-Igw,"Lexington, KY",Jardin Botanique de Montréal
27,We absolutely loved it here. Between the insectarium and the gardens anticipate like 4+ hrs with lightly walking around the park. Do come with water as others said and sunscreen on hot days.,5,8/30/2018,Diego M.,https://www.yelp.com/user_details?userid=hUAdp0AnlHwxzlxAlvB-Ag,"Springfield, NJ",Jardin Botanique de Montréal
28,This is such a beautiful botanical garden in such a pretty city. It's huge. Check out the Lion de la Feuillée. Part of the 1976 Olympics were held here.,5,4/1/2018,Saira K.,https://www.yelp.com/user_details?userid=OV6JZ1M5ov65F8PWQzhG-Q,"Atlanta, GA",Jardin Botanique de Montréal
29,"I honestly did not want to leave this place. This place is wonderful and probably better than the ones back home. My boyfriend did a wonderful job of picking this place to visit while we were in town. They have a 'butterflies go free"" section and it is very interactive. They have many different zones with many different places and very informative. Also a cute little gift shop just before entering the Botanical. We got the residence of Quebec discount for the 2 o'clock showing for $32 and parking is $12.",5,4/22/2019,Thanh N.,https://www.yelp.com/user_details?userid=Ams0iLRd0AhZZectGKA8fw,"Brampton, Canada",Jardin Botanique de Montréal
30,"I came to the Botanical Gardens and the Insectarium because I had seen a sign for the butterfly exhibit. Although it was mobbed with rude children and their equally rude parents, it was an afternoon filled with pretty things.I was incredibly sad to see that the staff working here did not protect the butterflies from all the visitors trying to pick them up or touch them. I had a minor confrontation with a gentleman because I saw him scooping up butterflies on several occasions. Aren't people aware that touching them damages their wings which eventually kill them sooner? Given the number of butterflies with ragged wings, I guess not.The green houses are beautiful. I worked really hard not to take a photo every single plant.The Insectarium was something new for me as I've never been to one before. I rather enjoyed looking at all the creepy crawlies. Plus the crowds were more modest.",3,3/11/2017,Kayla H.,https://www.yelp.com/user_details?userid=p83UaHTNitwhRKGyJ5SRvQ,"Washington, DC",Jardin Botanique de Montréal
31,"The gardens are amazing, the Chinese and Japanese gardens were undergoing renovations (see photos). Lots of beautiful trees, flowers and water fountains. They had many signs with explanations of the flowers and trees. There's a trolley at the exit that will take you around for free. On our way out we decided to jump on and take a ride to the tree house which isn't what you would expect. I thought I was going to see a house in the trees. Nope we arrived at building made of wood with a balcony and just explained about treehouses. Took all of 3mins to explore, the trolley waits 10mins and then takes people back to the exit. It's a one trip stop, I guess you can't expect more for a free ride.If you plan on doing The large tower ride, The Biodome and The Botanical gardens buy the package. The more you do the more you'll dig into your pockets. I believe we paid $35CAD for two sites each.",4,9/13/2016,Orla M.,https://www.yelp.com/user_details?userid=txBtOQ8uw0XGAFqLpPcWfA,"Long Island, NY",Jardin Botanique de Montréal
32,"Beautiful and expansive botanical garden. There are multiple variations of gardens within the garden and if you take the time to read the signage, you can learn a lot. My favorite sub-gardens were the Toxic Garden and the Japanese Garden. Unfortunate the Chinese Garden is closed for reservations but there was still plenty to see and enjoy.**If you are a student, bring you ID for a discounted rate.",5,5/30/2017,Anna-Marie T.,https://www.yelp.com/user_details?userid=BIigoyHX-W2Y7m0ePiYPBA,"Long Beach, CA",Jardin Botanique de Montréal
33,"This is a beautiful garden no matter the time of the year. I was just there and it was stunning even in April. But don't be fooled! The beautiful sculptures that pop up when this garden is searched happened 6 years ago and are no longer there. Still, there is a beautiful Chinese exhibit and the planetarium is close and very fun.",5,4/18/2019,Matthew T.,https://www.yelp.com/user_details?userid=3ESp6lwh5xSRK6-u3H_1ng,"Scarsdale, NY",Jardin Botanique de Montréal
34,"That's the truth ,about Jardin de boutanque Montreal  you have to go there its quite an friendly experience",5,2/21/2020,Cathy D.,https://www.yelp.com/user_details?userid=82Vy_NH96V3m3rGBsUBrjQ,"Mercier-Hochelaga-Maisonneuve, Montreal, Canada",Jardin Botanique de Montréal
35,"This is a large and beautiful place to visit in the middle of a busy city. The day we visited it was warmer than usual and we had less time than we would have liked, but it was still a very nice way to spend the day. The food options were great at the restaurant. The portions were large for lunch, and lots of variety. The staff were all friendly even though our French is limited.",5,5/31/2018,Angela M.,https://www.yelp.com/user_details?userid=h0eKzUp5vF90U8X6vsEq2g,"Lexington, KY",Jardin Botanique de Montréal
36,"Wish we knew the Chinese garden was still shut down for renovation. It's one of the main exhibits and you can't see much of it unless you're peeking through a fence here and there. they also no longer have the large mossy sculptural exhibits anymore.Like other reviewers said, there aren't clear signs so getting from one part of the garden to the next was a little frustrating.In terms of the flowers, there were some pretty sections, but it was overall underwhelming. The entrance was a little embarrassing. Really sad, sparse looking flower beds. I wouldn't go back.",2,6/15/2018,Diana L.,https://www.yelp.com/user_details?userid=X9XmSEaCP0KglhXqubp0qA,"Gaithersburg, MD",Jardin Botanique de Montréal
37,This botanical garden is so big compare to NY Brooklyn botanical garden. There's a lot to see. Great for educational trip for kids or just exercise/ scenery seeing. The new Chinese garden section is very big and pretty detail with plants and buildings. I enjoy my 2hrs stay there.,5,7/31/2018,Eunice C.,https://www.yelp.com/user_details?userid=0Hh53SYAw7JYclTCShWLbg,"Little Neck, Queens, NY",Jardin Botanique de Montréal
38,"Note: I visited the garden in July of 2016. The Chinese garden was closed and they where doing major renovation. So we heard chainsaw throughout our visit.As a local, I know how superb this place can be. Opulent flowers, gorgeous trees, zen garden everything to feast your eyes on.But I was so disappointed! Only the green houses exhibition where good.",2,7/28/2016,Audrey L.,https://www.yelp.com/user_details?userid=o9XzWtzTuV2X9fyYevXmkw,"Dorval, Canada",Jardin Botanique de Montréal
39,"This is a pretty nice botanical garden. You get to visit the Japanese and Chinese gardens for a single price. The insectarium is also located within the garden and requires another ticket to enter. They are remodeling the Chinese garden so they drained the lake. Bummer. I'm sure with the water in, the garden is stunning. Right now it's land locked.",4,6/28/2016,Wendy H.,https://www.yelp.com/user_details?userid=vsKRK50xBL8hy3Kb_dqGlg,"San Francisco, CA",Jardin Botanique de Montréal
40,"Our last visit, a number of years ago, was too late in the season to have enjoyed most of the gardens.  This trip was almost perfect.  I say ""almost"" only because the Chinese gardens were undergoing a major rehabilitation with nothing available to view.But the rest of the entire botanical garden was open and absolutely beautiful in mid June.Your ticket to the gardens also includes access to the Insectarium.  In addition to being an air conditioned and dry space to be valued on a hot or rainy day, it is also educational and very green inside.  Both children and adults will enjoy it.",5,6/27/2016,Roger K.,https://www.yelp.com/user_details?userid=qGSrT9FfUZAgY-Jm2Co9sQ,"Clifton Park, NY",Jardin Botanique de Montréal
41,"This is my third time visiting the botanic gardens here. Because the day was an overcast April afternoon, my wife and I stayed inside and took in the Butterflies Go Free exhibit. Parking was $12.  We spent a couple hours here, and it was definitely worth it. The tropical indoor gardens weren't crowded at all, so we were able to take pictures without needing to wait on others. My wife loved the flowers and the butterfly exhibit because the tropical flowers and plants reminded her of Brazil. The flowers are gorgeous and who doesn't like to see hundreds of butterflies floating through the air in a tropical garden?",5,4/17/2018,Malcolm C.,https://www.yelp.com/user_details?userid=ljboLx_MUTIHHD-Y7lI5Xw,"Brookline, MA",Jardin Botanique de Montréal
42,"What we liked best about Jardin Botanique de Montreal is that it was nicely organized by theme or type of plant. My favorites were the edible plants and the Japanese Gardens. I was also a big fan of the houses such as the insect house and a conservatory.The conservatory in particular (and it might actually be called something else) had informative videos and interactive exhibits that taught me about pollution, suffering wildlife species, and the environment. I could have stayed there a lot longer than I did!There were nice paths and plenty of places to relax. I would have preferred better descriptions of the plants or sections. There were only signs with the name of the plants but no additional detail.There were also roads and grassy expanses that seemed incongruous with the rest of the botanical gardens. Something about that seemed incomplete.",4,8/10/2015,Yvonne B.,https://www.yelp.com/user_details?userid=MI3wG3R12sQuTGdNvBBX3A,"Boston, MA",Jardin Botanique de Montréal
43,"Montreal has several areas with notable attractions with only one of major import being east of Centre-Ville.  That would be the Olympic Village.  The first things that people notice and may want to see are the Inclined Tower and the stadium, nicknamed the ""Big Ow"" for its final price tag.  I've reviewed the Inclined Tower.  Also on the same side of the street and adjacent to the stadium and the tower are the Biodome, a natatorium, and a few other points of interest.  The Biodome is worth visiting at least once.  I've also reviewed it.Because it was across the street and because one is conditioned to usually having a city's botanical garden be free of charge, it took a while longer to finally get over and see it across various trips to this unique city.  It costs somewhere in the $20 CDN range and I believe there was a discount for holders of the AAA/CAA card, as was the case at the Inclined Tower.  Once you get into the Botanical Garden, you really understand how large it is and the care and maintenance that it requires.  And you're glad you went in and paid that tab.  The grounds are laid out according to themes, sometimes with areas of where the plants come from geographically, sometimes as formal gardens, and sometimes according to the season in which they bloom.  About the bloom schedule, this sort of information is available, is sort of consistent across the years, and, if this is a key factor of how to time your visit to Montreal and the Botanical Garden, then you will need to work around that to see the types of plants and flowers you'd like to see.  For most people, I would assume that a visit to Montreal is based on other things, such as autumn color change, summer weather, a music festival, or a sporting event.  Two gardens or exhibits are especially interesting, yet very different from each other.   There is a Japanese pavilion with the more restrained horticulture and art you'd expect to see.  On the other hand, the Chinese exhibit and garden is larger and a lot more elaborate, with a pond, foot bridges, and structures which, to most people, would appear to be authentically Chinese in their inspiration.  There is also an insectarium with (interactive) displays at the Botanical Garden, and it is included with admission.  And, in the middle of it all is a lake with lawns around it.The Botanical Garden can be reached by car, and there is an ample sized parking lot, and it can also be reached by transit, either by the Metro or by bus, both of which stop practically next to it.  It can be visited in conjunction with a visit to the other attractions across the street or by itself.  Of all the attractions in and around the Olympic complex, my nod goes to the Inclined Tower, followed by this - the Botanical Garden - followed by the Biodome.  The Botanical Garden is beautiful but, because of it being different during various parts of the year, will present you with an experience that will please you more ... or less, relative to another visit.  Regardless, I'd be willing to go back and shell out almost $20 CDN at the ""right"" time of year.  I enjoyed it.",4,5/22/2017,Robert G.,https://www.yelp.com/user_details?userid=_K9sKlA4fVkWI4hyGSpoPA,"Clackamas County, OR",Jardin Botanique de Montréal
44,"so I came here because there was a picture of this garden where it looked like tafiti from moana but after going through the entire garden, we found out the exhibit had finished (which was upsetting) but overall the garden was absolutely beautiful . there are so many different sections and even a free insectarium that you can honestly spend hours here. my family and I really enjoyed it, there are shuttles that takes you from one end of the garden to the other so make sure you coordinate the timing because otherwise you'll be stuck walking the entire park to get to your car haha. only down side aside from that is that the price of the park is pretty pricey so if you can come with a family to get the family discount or the other discounts that are offered online, do that!",5,8/2/2019,Sue S.,https://www.yelp.com/user_details?userid=_lHS9UHZTZPWPV_C5mdoeg,"Newark, NJ",Jardin Botanique de Montréal
