,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location,Place
10,"Just essential big huge green space in these crazy times. The air, the wide open spaces, they're just what we all need right now. The most fun bike ride you can do is to do the work all the way up to the top and then enjoy coasting (flying) down the wide paved trails that wind from top to bottom. This wild fun relieves some of the stress built up right now, especially when you do it at dusk and shoot out into the cool evening streets of Montreal.",5,7/30/2020,Risa D.,https://www.yelp.com/user_details?userid=Wc5L6iuvSNF5WGBlqIO8nw,"Lac-Supérieur, Canada",Parc du Mont-Royal
11,"Parc du Mont Royal is a must when you visit Montreal. If you want a (free) view of the city, this is the place to see it. It's about a 20-minute hike up many, many stairs but it's not terrible. It's doable. Just make sure you go on a cooler day, and you have plenty of water at hand. They have other, longer trails, but we didn't have the time or energy to do those. We drove to the park, and were able to find (paid) street parking nearby pretty easily.I saw in some of the other reviews that it's a great nighttime view, so if I ever return to Montreal, I'll give that a shot!",5,8/27/2019,Mel T.,https://www.yelp.com/user_details?userid=hwSSM8Jn29dXRW4ym-roDQ,"Hoboken, NJ",Parc du Mont-Royal
12,This afternoon I walked to and climbed up to the top of Mount Royal (I've done it a few times in the past).The stairs are at the top of Peel Avenue.  It's not an easy climb up!  There is some repair going on so I had to detour along a path. The view of the city are worth the climb!Heading down was a lot easier than going up!,5,9/25/2019,Teena D.,https://www.yelp.com/user_details?userid=O3pSxv1SyHpY4qi4Q16KzA,"Toronto, Canada",Parc du Mont-Royal
13,"At Mont-Royal, you can enjoy the four season to their fullest!Specially autumn! Magic of colours will take your breath away!",5,10/6/2020,Shahram K.,https://www.yelp.com/user_details?userid=ekq_k2e0ShKlVo02_ow3FA,"Westmount, Canada",Parc du Mont-Royal
14,"One of the true gems of the city, Parc du Mont-Royal (Mount Royal Park) is a must visit for any first timer to Montreal or someone looking to get a great view of the city. A large series of hills created as a result of a volcanic eruption hundreds of years ago, this area has become a symbol of the city and a mountainous landmark defined by its history.There are a number of ways to navigating through this magical place. First, one can hike / walk / climb their way to the top. It will take time and is a good group sweat-together activity. The leisurely, scenic route is through the woods where there are various group friendly sites along the way. There are a number of other trails, but those take even longer. Going up through the stairs is the more direct route and is a great way to enjoy the view, but remember there will almost always be people behind who will have to go at your pace. Bring a little water and some nice shoes.Then there is the bus. For a handful of dollars ($10?), one can ride the bus from downtown Montreal (#11 or #711) all the way to the top in very little time. This is particularly handy for those who are in a slight rush and is the preferred option for most tourists. There are a number of sites throughout the mountain, but the Chalet is the one that most folks are gunning for. It has an incredible view; the picturesque one that is on virtually every postcard. On top of that there is a cafe with food / drink, bathrooms, and a place for souvenirs. Good weather months are clearly the time to go, though I'm told winter time there are a lot of fun activities happening all around the mountain. Tourists are going to be in full force, which means photos / selfies without someone in them might be a challenge.",5,12/15/2019,Jando S.,https://www.yelp.com/user_details?userid=ysCBsXWPB-LAiewVS3jZfQ,"Queens, NY",Parc du Mont-Royal
15,"A absolutely beautiful place to people watch and see the views. You need to be in pretty good shape for the hike, lots of steps. There are bathroom facilities when you reach the top and a restaurant, just snacks. There is also a water fountain to refill your water bottle. A nice morning adventure.",5,11/4/2018,Christie B.,https://www.yelp.com/user_details?userid=XYh5gBDuBSPHUW-TUi2_TA,"Nashville, TN",Parc du Mont-Royal
16,"I'm so ashamed of myself.  My friends and I tried to walk to the top of the hill but we gave up and called an Uber..LoL I blame the heavy brunch we had minutes before visiting that made us sluggish. I thought it was pretty cool that the park was designed by Frederick Law Olmsted, the person who also designed New York's Central Park. We came mid-day on a Saturday and it was filled with other tourists, joggers, picnickers, dog walkers and bicyclists. We stayed at the overlook for awhile and took pictures of one another before venturing off down the walking path. I really appreciate quiet moments with nature in the heart of the city. If I lived in Montréal this would definitely be a place I'd come to recharge. Not on a weekend of course. It's way too crowded with tourists. Maybe at sunrise. I'm sure that would be beautiful.",4,10/31/2018,Brooke F.,https://www.yelp.com/user_details?userid=TulmqD11y9PX3ISUWRRktA,"Washington, DC",Parc du Mont-Royal
17,"Our day in this park was a picture perfect Spring day. It seemed that all the students from the nearby universities were there sunning themselves trying to catch some rays after a long harsh Canadian Winter. The sun beams warmed our backs as we strolled through the numerous pathways that the park offers. We enjoyed listening to the native children speak French and tried to understand what they were saying with our limited command of the language. I actually did better reading signs...like where to pay for park parking which was very reasonable.The walk around the lake was very picturesque. There are also a few museums in the park. You can get information on that at the Visitor's Center near the parking area.Once we left the park, we found a viewing area where you can see the whole city of Montreal. It was a great place to take pictures!",5,5/5/2019,Kathy C.,https://www.yelp.com/user_details?userid=9GUuNKZinw7JxT2nG3jSmg,"Brooklyn, NY",Parc du Mont-Royal
18,"Since it was a humid day, we took the bus (i.e. Bus# 11) to get to Mount Royal. We found that there's two areas where you can see the view of Montreal.1) Bus stop ""Belvedere Camillen-Houde"": This would be the Mount Royal Lookout and you'll mostly see trees and some of the buildings. 2) Bus stop ""Remembrance / Chemine du Chalet"": This would be Mount Royal Chalet area. This is the place to be and you'll see the NICE view of Montreal. The chalet has restrooms, a cafe, and a small gift shop too.We also hiked a trail to see the Mount Royal Cross. It was a bit difficult to find even though I used Google Maps to navigate. I wished there were more signs along the trail tho.Overall, I could come back to Mount Royal if I visit Montreal during fall season just to see the foliage. I'm sure the view be a lot prettier with colorful leaves.",4,9/15/2018,Linda T.,https://www.yelp.com/user_details?userid=RXIeMdM988krQQDj6cXwJQ,"Queens, NY",Parc du Mont-Royal
19,"The mountain is a must see when in Montreal. Think of it like a Central Park up the mountain. A few stairs up from the street level to get to the trail walkway. The walkway is a gradual slope or you can take the stairs that cuts through parts for a short cut. There are also small narrow paths through the trees, this is quite steep and you need to watch your steps a bit. Some people say the walk up the mountain is 30-45 minutes, which I don't understand. We spent almost four hours walking up, walking around at the top and then down.When you walk up, the first building you reach is Maison Smith which has a free exhibition, a cafe that serves sandwiches, quiche and such. Public access to the restrooms downstairs. There was no Wi-Fi to connect to. Legs were killing and an uber ride back down would have been nice lol. There is a very nice lake area just next to Madison Smith. Then you can keep walking up and shortly after reach the Mont Royal Chalet, where you can get great views and photo opportunities of the city skyline and gaze across the river and mountains. The chalet looks a bit like an old style train station hall inside, again here there is a cafe that serves coffee and cakes. The restrooms are downstairs under ground. There is a walkway that takes you in a loop around the mountain top. I wish there were more walkway options that take you down to different parts of the city without having to cut through the very steep and hard to follow paths. Also wish the signs would show distances between each part of the mountain better. At the top there is a cross, Eiffel tower style, obviously a lot smaller, something to do with the founders of the city, although I believe they didn't reach the top, rather just the plateau. I would recommend skipping the cross unless you do the full loop around where you will see it anyway. It looks like a construction element rather than a commemorative cross. They could have done something more graceful with this one. If you happen to go up in one of the high rise building in downtown, you can see the cross at the top. There are a lot of local joggers making their way from the bottom to the top.",4,10/6/2018,Matt G.,https://www.yelp.com/user_details?userid=188nNkbt92KZoF4QtF7ApQ,"Morrisville, NC",Parc du Mont-Royal
20,"Took the steps aaaaaaaaall the way up. That is a mission and a half, especially after first climbing the giant straight up street before the mountainside. #BePrepared #Hydrate #HydrateAgainBut once you're up...It's quite lovely at the top. Views are nice. Lots of little ""dicky dee"" ice cream and drink people in the main areas. Had a Art Pop in pina colda flavour the Friends of Mont Royal stand. However, dont suggest the lime coconut flavoured one. We all agreed it wasn't great.Chanced a 2nd visit a couple months after my first ever visit. Stairs up was way easier when properly hydrated! Take a look inside the building at the top! The cafe is totally worth a stop. It's at the opposite side of the building from the view. Their pastries and coffee are excellent. The date square definitely hit the spot!Once you head out on the paths, it's super easy to take a wrong turn though. Have a map.",5,8/12/2019,Kristy R.,https://www.yelp.com/user_details?userid=10fmoLlKIJZbSRknAVsimA,"Ottawa, Canada",Parc du Mont-Royal
21,"Parc du Mont-Royal is like Central Park in Manhattan but has more of a true forest sanctuary vibe.There's so many great trails to walk and see animals hanging out in the foliage. Numerous picturesque views of the city as well. It's a little slice of natural paradise in a big city.Of course, no visit is complete without the required photo op at the top with the Montreal skyline in the background. Parking is reasonable: $3/hour but only $10/24 hours max. Personally, we like to drive up and then walk down into town and eat out way through the city, then burn it all off by trekking our way back, all uphill.It's a favorite locale to visit when in Montreal and well worth it.",5,6/1/2018,Stephanie S.,https://www.yelp.com/user_details?userid=5FJSrMA8z-ZxkXPhV-72OA,"Montreal, Canada",Parc du Mont-Royal
22,"This was an excellent experience during our visit to Montreal. We were staying in a downtown hotel hotel so just check up Rue Peel to the main entrance to the never-ending stairwell up to the top view.  It was a sunny blue sky day so the walk up, the breezes through the trees, and the subsequent view from the top was absolutely amazing. Remember to take bottled water with you to remain hydrated. At the top, the atmosphere was nice and as is the case with many of the parks, there is a piano player at the top creating a really nice atmosphere and ambience. We traversed the 339 steps to the top where we went to the Kondiaronk lookout as well as the Mount Royal Chalet. If you're not up for the stairwell up to the top, consider the bike pathway to the top which I'm sure is much easier.  A truly memorable experience and great way to get some of that fresh Montreal air!",5,7/1/2019,Ethan T.,https://www.yelp.com/user_details?userid=tk5MOjFzceNj28vmJfyQbg,"Orlando, FL",Parc du Mont-Royal
23,"Seeing the photos of sweeping views of Montreal from Mont Royal I knew I had to make the climb during my visit. I had an uber drop me off in front of Maison Smith which is pretty much where the path starts to walk up. Its a very big park with lots of parking and many lookout spots. The day I visited Mont Royal was the first really nice day Montreal has had in awhile. It has been a long winter and you could tell how happy people were to finally get some sunshine and be in temps greater than zero. That being said there were lots of people enjoying the outdoors. Tons of folks were hiking the paths with families and dogs.  It really isn't a far climb to the main lookout spot. Approx 10 mins at an average pace. You get amazing views of the city and great photos here. There is a lodge with a cafe, gift shop, bathrooms. There are many paths that venture from the main one for hikers to explore. The main path also continues further to reach the cross (croix du mont royal). A must do in Montreal!",5,4/22/2018,Gina P.,https://www.yelp.com/user_details?userid=WdQCQMjBBWG5fj1qCkNL_A,"Boca Raton, FL",Parc du Mont-Royal
24,Since my boyfriend lives across the street i don't enjoy the park as much as I should I see it every day but when I do snap back in to reality I realize there's so much to do. Winter time doesn't stop a soul from having fun the park was packed yesturday. Everyone was skiing and snow shoeing even crazy carpet teens it was so much fun ! You could spend hours just getting lost in the snow there. What a park! There's look outs and then there's secret little look outs but be careful it's slippery in the winter.,4,1/14/2018,Amber H.,https://www.yelp.com/user_details?userid=U95wccXN_J8JwA5Ktlu8tw,"Montreal, Canada",Parc du Mont-Royal
25,"Great park, great view.  A must if visiting montreal. Great in the winter time too, lots of activities in the park (skiing, ice rink, tubing).",5,2/23/2020,Benahir C.,https://www.yelp.com/user_details?userid=b6fhQzWilqS7u160rSgwWg,"Fair Lawn, NJ",Parc du Mont-Royal
26,"We took a hike from our hotel to the top of Mount Royal. It's quite a climb, but so worth it.What an incredibly breathtaking view from the top!!! I was stunned, what a lovely city!To make it even more magical, there's a beat up old piano at the top (chained to a light pole) and a wonderfully talented young man sat down and performed a few beautiful songs for everyone. He did a great job considering the piano was in less that ""show"" condition. There's ice cream carts, water fountains, a tiny gift shop, vending machines and plenty of washrooms available. What a great day!",5,6/19/2018,Karen B.,https://www.yelp.com/user_details?userid=zoA4G79atCGUpACqklty-Q,"Alberta Beach, Canada",Parc du Mont-Royal
27,"Beautiful views overlooking Montreal. Too bad I wasn't here during Autumn as the leaves turning color would make the viewing all the more epic.Driving here is easy and there is a paid parking lot close to the summit. I wanted to walk the trail leading up to the summit, but I was overruled by my family. You would think they were scaling Mount Kilimanjaro!The view at the summit is breathtakingly  beautiful.  As corny as it sounds I felt a sense of calm and peace just soaking up the view. The summit has an outdoor piano if you are so inclined to play. The chalet at the summit has a gift shop and restroom. I would love to return in Autumn just to experience the beautiful changing foliage.",5,10/3/2017,Tsz-Cheong C.,https://www.yelp.com/user_details?userid=aadVybdTbeVpSboTPCTjJQ,"Bayside, Queens, NY",Parc du Mont-Royal
28,"Be sure to put in the address to the parking lot and not just ""Mont Royal"" in the GPS because you will have a hard time finding this! I pretty much went around Mont Royal to find parking. They have a lot of parking and you do have to pay. We walked 5 minutes to the Circle Stone and was amazed by how spacious it was. I did not expect it to be paved. The views were breathtaking and you are able to see Montreal very clearly. I think it helps that it was not too high up. I am not sure if I will come here for the hike but it was nice to make a pit stop here.",4,8/20/2019,Bonnie C.,https://www.yelp.com/user_details?userid=nJVS18mJIB1hCHq1YsFbUQ,"Newton, MA",Parc du Mont-Royal
29,"Best place to view the whole Montreal! If you want the best view, we recommend taking the trail up the hill after dark. You can see the beautiful lights. It's Breathtaking!",5,5/21/2019,Max D.,https://www.yelp.com/user_details?userid=mhmJawvlpIpLyjgdM5s3TQ,"Tysons Corner, Mclean, VA",Parc du Mont-Royal
30,"If you're looking for a spot to get the most perfect, picture-worthy view of Montreal, this is the place for you!It took my friends and I about 40 minutes to hike up the hill and make it to the top (with a couple stops along the way to take in the scenery). It was pretty steep (which was not ideal at times since I'm afraid of heights!), but the breathtaking view was totally worth it! Once I made it to the top, I was so happy with myself! :)There was a stop about halfway up the hill to purchase water bottles and ice pops at a fairly reasonable price. My suggestion is to still bring your own water bottle along though. I wish I had brought one to keep myself hydrated the whole way!Not in for the full hike? No worries! You can drive part of the way up so that's an option!Whatever you decide, Parc du Mont-Royal is definitely worth your time! It was, without a doubt, my favorite part of my trip to Montreal!",5,9/13/2017,Alisha S.,https://www.yelp.com/user_details?userid=kTpsjDUhl9BlRl0FVuNreA,"Philadelphia, PA",Parc du Mont-Royal
31,"I was so glad that I read some comments about how to enjoy this park before I went!  Just like some mentioned , we took Uber to the top of the hill and hiked it down.  The day we went there had quite snow up there (even though we didn't have any in downtown) and it was so slippery and hard to walk.  The view from here was so gorgeous and hiking down the hill was slippery and hard but fun.  I would love to go back again when it's warmer..",5,11/21/2019,minty b.,https://www.yelp.com/user_details?userid=xdO093T71O_kgaeO9YIfCg,"Irvine, CA",Parc du Mont-Royal
32,Amazing park!We only were able to do one beautiful hike through the park to the chateau.  Access to the park is well marked.  The trails are easily followed with places to stop and enjoy.   The trails are almost all paved.  The chateau also has bathrooms.  I would recommend bringing some water as well.,5,9/14/2018,Teri D.,https://www.yelp.com/user_details?userid=T2RyZACHEdEgd6ZQTejv_A,"Grand Prairie, TX",Parc du Mont-Royal
33,"A glorious and, by its name, hilly public park in the middle of the city, the Parc du Mont-Royal offers a nice, green respite from things and, perhaps most popularly, great views of the whole area.If you stick to viewpoints along the main drive, you will get nice, panoramic views of the Montréal skyline and the whole region. The key overlook that provides you with the ""money shot"" of the downtown skyline directly beneath you, however, is a short walk off the main drive behind the chalet.Currently, there is a tremendous amount of construction along park roads, so traffic going in and out (even buses) can be severely delayed. So, skip the exhaust fumes and make a nice, hilly hike out of it.",5,8/5/2017,Vincent L.,https://www.yelp.com/user_details?userid=bQCHF5rn5lMI9c5kEwCaNA,"Oakland, CA",Parc du Mont-Royal
34,I think this is the central park of Montreal. We took the 11 bus to get here and we walked around taking the nice weather and view and the lookout point. it was packed on the weekend when we went. i would not recommend driving here. I would maybe walk up to park if I had a hefty breakfast or a normal breakfast for my standards. There are restroom downstairs the visitor center. The water fountain works and spits out CLEAN crisp clear water.Needs a korean taco trunk near the bus spot. Then this park gets a fifth star.,4,9/10/2017,Chris L.,https://www.yelp.com/user_details?userid=EpIlKrJJBOkBrX01Ms-i0Q,"Westfield, NJ",Parc du Mont-Royal
35,"Clean and very nice to come walk, exercise, enjoying time with friends and family in beautiful weather!",3,3/23/2020,Jennie D.,https://www.yelp.com/user_details?userid=Z4gy3AxEWlfmzvVkapBewQ,"Saint Leonard, Montreal, Canada",Parc du Mont-Royal
36,"Beautiful view of Montreal. Short little walk to the cross. Warm yourself inside with some free WIFI and restrooms. Paid parking lot not too far from the viewpoint. Keep going pass the initial viewpoint on the left side of the hill. A lot of people brought their sleds, cardboard boxes and skis. Boy I wish I had something to slide on but my snow pants will do.",4,1/3/2018,Vicky T.,https://www.yelp.com/user_details?userid=kQGIMp_2UEgGq0IPETFQSQ,"New York, NY",Parc du Mont-Royal
37,This is truly the best part of Montreal for me!  So much greenery and nature and hiking in a big city is almost unheard of and Parc Du Mont-Royal really delivers.  You literally feel transported to another place and we loved the peace and tranquility that it offers.  My favorite part is the chalet and there are many paths to reach it including those infamous stairs.  We ended up having Uber drop us off at a different lookout point towards the bottom of the park and walked about 45 minutes to reach the destination.  That path is easy and relaxing so if you are with kids or the out of shape friends or the elderly or people wearing sandals (me) then I would suggest taking that route.,5,7/11/2019,Monica G.,https://www.yelp.com/user_details?userid=xxB5F6TJ4J1MlNufCdqz2Q,"Alhambra, CA",Parc du Mont-Royal
38,"Beautiful park, very open and spread out. If you are a serious walker then you can cover a lot of ground. If not, I'd suggest driving and parking around the various stops the park. We stopped at the Smith Maison and the Summit.Something I learned is that the Summit is where the overlook is. The overlook is the highest point in Montreal with the best views. There seemed to be some confusion on what spot this was on TripAdvisor so, to be clear, it's the SUMMIT. There is a pretty decent stair climb to get to the top. We got a bit turned around because of the different signs we tried to follow and wandered through some pretty slippery / muddy trails. Had to be extra careful. Not for the faint of heart. When you reach the top it's a beautiful open air almost amphitheater like area. There were street performers and people selling (slightly overpriced) ice pops. The environment is fun and people are sitting around, relaxing, and enjoying the sun.Tip: there are bathrooms located in the large building up the steps.To me, it was well worth the hike. (See photos).",3,7/3/2017,Michele L.,https://www.yelp.com/user_details?userid=jHS_tvtLjcIPSeiJa_xCtw,"Edison, NJ",Parc du Mont-Royal
39,"This is a MUST DO if in Montreal! It is a bit of a hike to get to the top, so you need to be reasonably fit to do it but the view from the top is breathtaking and everyone there is taking selfies and in a good mood after there ascent to the top! Make sure you visit here, you will not be disappointed!!!",5,7/8/2018,John R.,https://www.yelp.com/user_details?userid=_DZ-jnXlCEP144up5Ea_WQ,"Lincoln, RI",Parc du Mont-Royal
40,"If you want an amazing view of the Montreal skyline, this is the place to be! The hike isn't easy but the view is completely worth it. Hiking up the hill through the park takes about 30-45 mins. Bring water & sunscreen with you just in case.This is a chill place to watch the sunset. Plus it's not overly crowded either!",5,7/13/2017,Olivia S.,https://www.yelp.com/user_details?userid=TV0V5o9M9iVZihUAzm0PIw,"New York, NY",Parc du Mont-Royal
41,"We three sisters enjoyed our climb up through and almost to the top of Mount Royal (Parc du Mont-Royal) Park (there is a cross on the true top of it, a bit higher up than the welcome center). We chose the stairs which are very well maintained, not overly strenuous, but, if you need a break there a few landings on which to do so. Try early morning to avoid the crowds. The view from the promenade at the ""top"" are of Downtown, and other parts of the city, as well as the St. Lawrence River off to the left. Make sure to stop in at the beautifully restored chalet-like visitor center; not only does it have activities for kids (telescope, coloring pages, etc.), but stuff to keep us adults entertained and educated also. And bathrooms. And a cafe. And a gift shop.The ceilings and woodwork are beautiful. Not sure if the story I was told was correct, but I heard that these were former Canadian Mounties barracks. Pretty nice digs. You can take the stairs back down, or one of the many, winding and shaded paths.",4,9/1/2019,Bobbi S.,https://www.yelp.com/user_details?userid=JKS0qK9aRNTK4dlunuxV1w,"Long Beach, NY",Parc du Mont-Royal
42,"At the top of this city-park mountain you can breath in fresh air! There's several trails starting at various points on the big hill, and meander down to the street level. We visited this park in the late afternoon on a Wednesday and it was quite populated. Both locals out for a walk and tourists walking around searching for that perfect picture. Awesome panoramic views of Montreal! What looks to be the most popular lookout gave a 180 degree picture of downtown montreal and many of the ethnic neighborhoods around the city. The Observatory Lookout gives a different scope of the island, including their Olympic stadium, which is now used for sporting events, concerts, etc. it's open to the public, which I think is awesome that it's not just another defunct Olympic structure that once was, and now is nothing (Beijing!). I liked the Chalet building near the summit of the mountain. The stone on the outside. Gorgeous high wood beams lining the entire open hall, on the inside. There's a gift shop inside that has Shirts, postcards, pictures, and trinkets. Also, at the other end of the open hall is a guest services desk that has cool FREE males of the islands!!",5,6/18/2017,Gwen W.,https://www.yelp.com/user_details?userid=JzP5uJjhZb0Vj8J_bn3mOg,"Columbus, OH",Parc du Mont-Royal
