,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location,Place
10,Definitely a great visit if you have time to head out to the Olympic Park (you can take a super easy metro ride there). The view is incredible (even on a cloudy day) and you can spend as much time as you want at the top of the tower! I'm usually scared of heights and did just fine at the top. Touring he stadium was awesome as well. Our tour guide was super knowledgeable and I totally geeked out seeing the Olympic pool.,4,10/1/2018,Danielle S.,https://www.yelp.com/user_details?userid=SQz4dTwmWHYvQlMh3z8Rgg,"Brooklyn, NY",The Montréal Tower
11,"Want an incline and a view without shelling out nearly $25 for 10 minutes?Go skiing instead.They have package deals where you can go to the observatory and the planetarium thing, but it'll cost you like $70 per person.Total waste of money since the Olympic park is boring.Having been to the Beijing Olympic Stadium I can say that this one is boring and outdated.But, it's a piece of history, hence the 3 stars.",3,3/12/2015,Jack R.,https://www.yelp.com/user_details?userid=ZMocFA2lNMJeiKjguUKu7g,"San Francisco, CA",The Montréal Tower
12,"Incredible! It was over $25 but it was well worth it for the views, including of the botanical gardens I had just visited and Old Montreal, where I had stayed. So beautiful! It was a bit difficult to find the entrance, though.",4,6/7/2018,Erin C.,https://www.yelp.com/user_details?userid=zg3ILuGZk534w3VoPCZovQ,"Carlsbad, CA",The Montréal Tower
13,"Went on the guided tour of the Olympic Park of Montreal led by Jeff. He was a great tour guide who clearly knew his history. He was able to answer every question asked by people on the tour. You get to see the Olympic pools, workout facilities, and stadium. Jeff knew how many gold medals each tourist's home country had won in 1976.",5,5/24/2018,Jed R.,https://www.yelp.com/user_details?userid=am3T5LOIZ1npF414a0YkdQ,"Nashville, TN",The Montréal Tower
14,"It was a bright sunny day yesterday and Gord and I took the metro (subway) to the Montréal Tower.At 165 metres, the Montréal Tower is the tallest inclined tower in the world! Its 45-degree angle is awe-inspiring, especially when you consider that the Leaning Tower of Pisa's tilt is only 5 degrees!From its summit, visitors can admire the entire Greater Montreal region and up to 80 kilometres of the St. Lawrence River valley. A breathtaking panorama, it has been awarded a three-star rating - the highest available - by the renowned Michelin Guide!Visitors can reach the top of the Montréal Tower on a mesmerizing climb in a glass-encased funicular that holds up to 76 passengers.The funicular is the only one in the world that operates on a curved structure. It has a hydraulic system that allows the cabin to remain horizontal during the two-minute ride to the top.The views were great!There was a booth where you could have your picture taken and then email it to yourself. Of course, Gord and I did .  There were models of the tower and Olympic Stadium.It was definitely worth the trip as the views were spectacular!",4,3/30/2015,Teena D.,https://www.yelp.com/user_details?userid=O3pSxv1SyHpY4qi4Q16KzA,"Toronto, Canada",The Montréal Tower
15,"We took the tram up for the 360 degree view of Montreal. I usually forego these attractions because I think they are a rip off. However, since this was included in our Montreal Passport, why not?  Ride up was smooth and you get to see the city on your way up. Afterwards, you can spend as long as you like at the observatory. This reminds me of the Peak in Hong Kong and the Empire State Building. It was a clear day so you can see everything!",3,6/29/2016,Wendy H.,https://www.yelp.com/user_details?userid=vsKRK50xBL8hy3Kb_dqGlg,"San Francisco, CA",The Montréal Tower
16,"For $18 a ticket, I think it's pretty steep to go up that incline (no pun intended).  And the day we went it was overcast so the lady said the view is reduced.  Asked if she could reduce the price and she didn't even entertain the idea.",3,12/15/2015,Rasheed B.,https://www.yelp.com/user_details?userid=UPyyAYLeXdU3-t502I6DSA,"Vancouver, Canada",The Montréal Tower
17,"To get to the top you take a cable-car type elevator which gives you a great view and is kind of fun. There's really not much to say about the tower except that it gives you excellent views of the Olympic Park and all of Montreal, as well as the St. Lawrence River. If you're looking for scenic pictures, this is your place. Also there's the bragging rights of saying you've been in the world's tallest leaning tower.It has a gift shop at the top as well, and interactive monitors that tell about some of the things you can see in and around Montreal.",4,3/23/2016,Ryan A.,https://www.yelp.com/user_details?userid=ZbgS4WttNQLyYn9zRD_htg,"Yokosuka, Japan",The Montréal Tower
18,"The Observatory Tower is really a cool place to go! From above you can see the entire city (or big part of it). The good points are that it is cheap compared to other ticket prices, the staff is friendly, there is a digital map, pictures etc.They have a photo boot where you can take a picture with your friends and email it straight away and for free! I liked the souvenir boutique as well.The things I didn't like were the fact that the binoculars work only with a 1$ coin and the timing is about a minute. The glass of the elevator was not very clean. It was very cold, so take a jacket with you :)",4,8/26/2015,Kamy D.,https://www.yelp.com/user_details?userid=fiKR50Wxuu-6YzuotTeRnA,"Montreal, Canada",The Montréal Tower
19,"Amazing building, the Olympic Tower in Montreal is the tallest inclined tower in the world, at 175 metres. It was built as part of the 1976 Olympic Village, and you can visit it by taking a funicular to the viewing platform at the top. This has one of the best views in Montreal, though a little pricey for what is essentially a trip to the top of a building and back ($15.95 for adults, half that for children). I think most people combine it with a trip to the neighbouring Biodôme or other parts of the Olympic Park but I just wanted to see the strange architecture of the tower.",4,5/19/2017,Judy W.,https://www.yelp.com/user_details?userid=ehzvSXsijzgxsYHvXeaS-Q,"Hamilton, Canada",The Montréal Tower
20,"I was at the tower for a wedding reception in October.  The facility was wonderful and the views were spectacular.   The location and parking was very easy to get to if you drove in on your own, as for ubers or taxis couldn't pull into drop guests off so they had to walk down the long tunnel area to get to the entrance.  The gondola experience heading to the top of the tower was a wonderful way to appreciate the views of Montreal.  Overall the experience was one of a kind for a wedding reception - but I am not 100% sold on visiting if I didn't have a true purpose.",4,11/8/2017,Kim M.,https://www.yelp.com/user_details?userid=y6XND93XjeWFwznZiXhMsw,"Bloomfield, NJ",The Montréal Tower
21,"While visiting the Olympic Park in Montreal, my daughter and I also paid to go up the Tower on the Funiculaire.  The tower is the tallest inclined tower and it supports the roof on the Olympic Stadium.  It was not there for the 1976 games, but was build 10 or 11 years later (during the Olympic games there was no roof on the stadium).  The ride up the tower is in a double decker, glass elevator.  It goes up the outside of the tower giving an interesting view of the city.  Once at the top you have a 360 degree view which is quite good especially on a clear day.  There is also a gift shop on top.We enjoyed it and found it worthwhile, but the tickets are a little on the expensive side even with the favorable exchange rate at the time.",4,7/31/2018,Georgia A.,https://www.yelp.com/user_details?userid=EmQCQ4IbousiY35BN2_TuQ,"Meriden, CT",The Montréal Tower
22,"Simple design but you can't beat the views. You really get a nice panoramic layout of the city with Mount Royal in the back, downtown, and the river and islands. Make sure to come on a sunny day. Montreal can look quite dreary when it's cloudy. Plan to spend about 20 minutes up here. The elevator has views of the areas east of the city, which doesn't have much. It's about $20 to go up.",4,9/15/2015,Wayne Y.,https://www.yelp.com/user_details?userid=qgXcgfdrk5tzmLBq4_h6mQ,"Los Angeles, CA",The Montréal Tower
23,"Oo la la!  A vital part of the Olympic Stadium.  Montréal Tower is noted as the highest incline tower in the world of a 175 metre elevation at a 45 degree angle, built by Marine Industries of Rimouski (Québec).  The incline takes less than two minutes.  Montréal Tower was first open to the public in November 1987.  Visitors obtain breathtaking panorama views up to 80 kilometres in clear weather where photos are a must!  I highly recommend a visit to feel the 1976 Olympic spirit and beyond.",5,1/23/2010,Tina C.,https://www.yelp.com/user_details?userid=syvwUKQJ4OYfmL_ixVLMeQ,"Queens, NY",The Montréal Tower
24,"This is the landmark that is an incline building.  It's a marvel to look at but beyond that, don't pay the money to go to the top.",4,5/9/2017,David N.,https://www.yelp.com/user_details?userid=CQUDh80m48xnzUkx-X5NAw,"Houston, TX",The Montréal Tower
25,"Great place to spend the day with family or a group. A lot of history in this place. The tower is a unique structure, however I rather go to Mount Royal park area for a free view of the city instead of paying close to $25 for a 10 minute ride up and down.",4,5/23/2015,Thomas K.,https://www.yelp.com/user_details?userid=AxY51z_OVPBXn2lgZuE0qA,"Yonkers, NY",The Montréal Tower
26,"Let's state the obvious: $18 a ticket for a (maybe) 3 minute ride that is definitely showing signs of wear is a bit of a rip-off. But I was a tourist coming to Montreal and I was damned if I wasn't going to see this. If you're even mildly afraid of heights, you will probably want to skip the elevator ride on the incline.If you aren't afraid of heights, you will enjoy the brief 270 degree view of the city. You will see buildings, water, and Mount Royale, if you're lucky. If you're here on a foggy day, you won't be seeing much -just like me. Don't expect to be overwhelmed with excitement, either way.",3,3/21/2015,Be E.,https://www.yelp.com/user_details?userid=hZWF_NxggB-lApEeK95iXQ,"Revere, MA",The Montréal Tower
27,"If you are like me and enjoy experiencing picturesque views of a city's skyline, you would be hard-pressed to find a better place than the Observatory. The funicular that takes you to the top of the tower is cool in and of itself, but come here for the spectacular views of Montreal.",4,2/20/2015,Matthew H.,https://www.yelp.com/user_details?userid=32hMcxaohQrPBbNi5HRIeg,"Washington, DC",The Montréal Tower
28,Big funicular ride up the Olympic stadium with a cool observatory. There's not much to say. The view of Montreal is awesome and the ride is smooth and impressive. Not much to do but look out the window.,4,3/19/2016,David D.,https://www.yelp.com/user_details?userid=zIOxNinC6ofIwwGjO9rUWg,"Montreal, Canada",The Montréal Tower
29,"I'm going to go with 4 stars.  It's great, but it can't compete one on one with the grandeur of Toronto's CN Tower.  The unique feature about the Inclined Tower at the Olympic Stadium of '76 is that it is the tallest free standing and most inclined concrete structure in the world.  And that sort of feat, in the 70s, was most likely to make for some severe budget overruns ... and it reportedly did.Set on the grounds of the Olympic Stadium and adjacent structures such as the aquatic center and an exhibit of different bio-systems with representative animal life, the site is captivating for the extensive sculpting of these buildings and for the stark eery feeling of these shapes set against these vast open concrete plazas around the Olympic complex.  They are impressive, though they are starting to look dated and there is epoxy that should be applied here and there.  I'm sure the facility management team has their hands full.  The Expos used to play in the stadium below the Inclined Tower and cables from the tower hold up the stadium's roof cover.I really recommend going up on the Inclined Tower to its observatory if you haven't been.  The Metro exits are Viau or Pie IX.  One goes to the rear of the incline and will see a 2-story elevator that makes the sloped ascent.  The height is about 60 stories.  The price is ok and AAA/CAA helps a little.  Now, compared to the CN Tower, the perimeter up top for viewing the city is slightly constrained, though it has a good angle and a good view.  From the tower, you can see Centre-Ville, Sherbrooke St. connecting the center to the Olympic complex, the South Shore, Ile Ste-Helene in the middle of the river, all the major bridges including the Jacques Cartier, the hill of Parc Mont-Royal, and more.  It really gives one an appreciation for Montreal's spectacular island setting.",4,5/3/2013,Robert G.,https://www.yelp.com/user_details?userid=_K9sKlA4fVkWI4hyGSpoPA,"Clackamas County, OR",The Montréal Tower
30,Riding up this tower is fun and the view is spectacular Make sure you go on a clear day so you can see everything and club it with another attraction to save $$,4,7/21/2012,Sar P.,https://www.yelp.com/user_details?userid=BxNBl3VrzLBAkwpJ3EUgXg,"New York, NY",The Montréal Tower
31,"Every major city has a place that offers a great vantage point to overlook as far as the eye can see.  This is Montreal's.  Located in Olympic Stadium, circa 1976, it is nested next to a planetarium and the famous Biodome.  While the ride isn't cheap, for first time goers it is worth the money.  You take a bi-level gondola up the sloped side of the building, enjoying the views at you ascend.  At the top, there are panoramic views with large windows to better viewing and at it's center, a gift shop.  There are no food vendors but if you head down one level, there are seats and tables where you can bring your own snacks and drinks to enjoy.  Definitely something not to miss if you're visiting Montreal.",3,5/16/2013,Kevin L.,https://www.yelp.com/user_details?userid=Mz7J88FvXDEAN69Lfz2ySg,"FOREST HILLS, NY",The Montréal Tower
32,"At something like $18 per person when bundled with a Biodome ticket as of last week, I think they've reached a point where maybe the price has overstepped the value of the experience.The elevator ride up is pretty cool, and the 270-degree view of Montreal once you get to the top is nice.  Off in the distance, you can see the cluster of skyscrapers of the core downtown area alongside Mont Royal.  That might be the best part of the view, although it's far enough away to be a bit underwhelming.  A much better view of downtown is available by walking up to the chalet at Mont Royal.Of course, that's not the fault of the observatory. The cityscape is what it is, and it's worth something to be able to see it from this vantage point.  It's just not worth $18 per person, in my opinion. Still, if you're a visitor to the area you should do it just to have the experience.Side note, it's evident especially on the elevator ride up and back, that this landmark has been falling into some state of disrepair (not in a dangerous way, but lots of old, peeling paint, etc).  It's sad to see, because it's a beautiful piece of work.",4,4/17/2013,Jeff K.,https://www.yelp.com/user_details?userid=YTdNcIWAt2nEzZ7NY-fniw,"Orlando, FL",The Montréal Tower
33,"For photographers as first timers, you get a good vantage point of the city with a good picturesque view as far as the eye can see, provided it's a beautiful day weather wise. It's not cheap to take the tour but you can get a bundle package that gets you into the Biodome as well. Definitely, a major tourist hot spot given what the area offers such as the Botanical Gardens, Biodome, and Insectarium, plus the label as the venue for the 1976 Summer Olympics.",3,9/8/2013,Harjit D.,https://www.yelp.com/user_details?userid=HFFSMBta_aEkLcyDOVfF3w,"Milton, VT",The Montréal Tower
34,Not worth the money for parking and the tower. Complete rip off. Stay away. There is much more in Montreal to see that is much much better. The whole Olympic park may seem cool in theory but in reality it is a giant giant tourist trap.,1,8/6/2015,Clint W.,https://www.yelp.com/user_details?userid=_OlEcEZdjuqu-bI38qOfBQ,"Bethel, CT",The Montréal Tower
35,Although a bit pricey I think it is definitely worth visiting. The views of the Olympic Park are quite impressive and while the infrastructure is a bit old (read: not being cared for) it was still a treat,4,4/2/2013,Mariana L.,https://www.yelp.com/user_details?userid=h6qwN95GHjFPD_bq_IGjgg,"New York, NY",The Montréal Tower
36,Quick ride up the top of the tower offers great views of Montreal.  It is worth the money to buy the combo ticket with the Bio-dome,4,11/14/2012,Eileen M.,https://www.yelp.com/user_details?userid=uBqEvcEMTHglwhcQyL9_fQ,"Mt Laurel, NJ",The Montréal Tower
37,"The Olympic Tower in Montreal is the tallest inclined tower in the world, at 175 metres. It was built as part of the 1976 Olympic Village, and you can visit it by taking a funicular to the viewing platform at the top. This has one of the best views in Montreal, though a little pricey for what is essentially a trip to the top of a building and back ($15.95 for adults, half that for children). I think most people combine it with a trip to the neighbouring Biodôme or other parts of the Olympic Park but I just wanted to see the strange architecture of the tower.",3,4/23/2011,Qype User (crypto…),,"Cambridge, United Kingdom",The Montréal Tower
38,"Five stars for our neighbors to the North and this most impressive piece of architecture. I will agree with other people that it is showing age but the view is worth the ( bloated ) price as you'll never probably get to do it again. The stadium itself has not seen baseball in many years and one worker was proud to tell me that the stadium recently hosted an AC/DC concert ( which my wife and I chuckled at since they are yesterdays news ) but for the once in a lifetime chance to see Montreal from many angles, it was worth the experience.",5,8/10/2014,Stan C.,https://www.yelp.com/user_details?userid=4h-d8qZXO7okJCoiD73Pow,"Monroe, NY",The Montréal Tower
39,"Look, I love Montreal, but the view is probably better of the tower from the ground than the ground from the tower. Montreal just isn't the greatest skyline, and is the bank of Montreal really that much of a landmark?  Maybe I don't understand the city, but most of the landmarks they note are totally not noteworthy to me. It's 10 dollars extra with your biodome ticket, and while I couldn't say it's actually worth it to go, it's probably worth it just to say you did.",4,7/27/2011,Jeff O.,https://www.yelp.com/user_details?userid=wo632pzj23-Di2RakSugjQ,"Jackson Heights, NY",The Montréal Tower
40,"riding up the tower in the funiculaire was quick but fun, and the view from above is better than you can imagine. looking down from the top, you can still see the wonderful architecture and beauty of the city, altogether. it's absolutely fantastic. it should definitely be a must-see for anyone visiting montreal.",5,7/19/2012,Michelle M.,https://www.yelp.com/user_details?userid=nX0l1tTTA8_lA6okJSOO9w,"New York, NY",The Montréal Tower
